"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 00:00","2020","02","01","00:00","-1.9","","-3.8","","87","","","","16","","17","","4.8","","100.09","","","","-7","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 01:00","2020","02","01","01:00","-2.0","","-3.5","","90","","","","14","","9","","24.1","","100.08","","","","-5","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 02:00","2020","02","01","02:00","-2.6","","-3.9","","90","","","","16","","13","","24.1","","100.05","","","","-7","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 03:00","2020","02","01","03:00","-2.6","","-3.6","","93","","","","15","","6","","24.1","","99.98","","","","-5","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 04:00","2020","02","01","04:00","-2.6","","-3.6","","93","","","","35","","5","","24.1","","99.93","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 05:00","2020","02","01","05:00","-2.7","","-3.8","","92","","","","29","","5","","24.1","","99.87","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 06:00","2020","02","01","06:00","-3.5","","-4.5","","93","","","","31","","6","","24.1","","99.83","","","","-6","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 07:00","2020","02","01","07:00","-3.8","","-4.5","","95","","","","16","","13","","24.1","","99.77","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 08:00","2020","02","01","08:00","-3.8","","-4.7","","94","","","","16","","13","","24.1","","99.74","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 09:00","2020","02","01","09:00","-3.4","","-4.3","","93","","","","36","","3","","24.1","","99.69","","","","-5","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 10:00","2020","02","01","10:00","-3.2","","-4.2","","92","","","","30","","3","","24.1","","99.65","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 11:00","2020","02","01","11:00","-2.8","","-4.3","","89","","","","16","","13","","24.1","","99.58","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 12:00","2020","02","01","12:00","-2.4","","-4.5","","86","","","","18","","19","","19.3","","99.54","","","","-8","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-02-01 13:00","2020","02","01","13:00","-2.2","","-4.4","","85","","","","16","","20","","16.1","","99.51","","","","-8","","NA"
