gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-11-28 22:47:38.000000,106.09145316,31.25,1.9584103309,1.97176102462,co[ii],426.83610696,431.10086203,cod[ii],73.6600089573,139.9630737,6408.4024714,0.9,273.922467823,43.6552012821,-79.4309159686,996.873599139,rd1[ii],rd2[ii],21.424551977,45.00378418,0.2,267.500565868,205.410161326,11.3700307111,10.9513183431
2018-11-28 22:47:40.000000,107.679606023,31.25,1.9552798136,1.96863292926,co[ii],426.83610696,431.10086203,cod[ii],74.3628812749,140.1116486,6408.4024714,0.9,275.007555163,43.6552307721,-79.4307659968,996.812347777,rd1[ii],rd2[ii],21.5868695498,45.00378418,0.2,259.721323946,182.992740178,12.5791039115,13.3227515877
2018-11-28 22:47:43.000000,109.765020539,31.25,1.9552798136,1.96867305716,co[ii],424.74562936,428.995368087,cod[ii],75.543781437,140.483078,6428.5532213,0.9,285.390201564,43.6552597565,-79.4305722097,996.786859748,rd1[ii],rd2[ii],18.3316913737,45.00378418,0.2,258.463332289,188.304716016,8.63084294297,5.81152654323
2018-11-28 22:47:44.000000,110.021945013,31.25,1.9592895811,1.97267980478,co[ii],424.74562936,428.995368087,cod[ii],75.0778873186,140.4459381,6428.5532213,0.9,288.354401753,43.6552675068,-79.4305216393,996.771994758,rd1[ii],rd2[ii],15.6667622332,45.00378418,0.2,259.298058308,205.604956198,6.23226687395,2.87164116152
2018-11-28 22:47:47.000000,109.51295791,31.25,1.9592895811,1.97263077931,co[ii],426.30900119,430.564839058,cod[ii],71.8544781649,139.684494,6403.9844546,0.9,273.44998266,43.6552875509,-79.4304488353,996.703056648,rd1[ii],rd2[ii],7.98632298942,45.00378418,0.2,251.745080353,234.88100352,2.20423204883,2.50839574308
2018-11-28 22:47:48.000000,110.403038073,31.25,1.9534081407,1.96675391556,co[ii],426.30900119,430.564839058,cod[ii],69.8909931448,139.8330688,6403.9844546,0.9,263.068370139,43.6552957806,-79.4304243972,996.7,rd1[ii],rd2[ii],7.07835797742,45.00222778,0.2,239.371270031,127.432974414,2.71788826927,2.16725663821
2018-11-28 22:47:51.000000,113.471258268,31.3125,1.9534081407,1.96674486394,co[ii],458.05219283,462.698221992,cod[ii],30.0855111807,139.703064,6399.4341943,0.9,221.345875649,43.6553349601,-79.4303794062,996.7,rd1[ii],rd2[ii],8.24416176666,45.00067139,0.2,187.096986544,136.768205417,6.11799091562,9.09603605311
2018-11-28 22:47:52.000000,114.336195049,31.25,1.9544129925,1.96774892916,co[ii],458.05219283,462.698221992,cod[ii],14.0381020018,139.777359,6399.4341943,0.9,207.673835872,43.6553515935,-79.4303721984,996.7,rd1[ii],rd2[ii],8.84175843772,45.00067139,0.2,170.838135635,139.99358301,6.9134646267,10.3433095295
2018-11-28 22:47:55.000000,112.598504109,31.25,1.9544129925,1.96773145731,co[ii],431.04289649,435.350024775,cod[ii],193.400970987,140.2044983,6390.6551931,0.9,193.96666647,43.6554331344,-79.4303687767,996.7,rd1[ii],rd2[ii],8.06190969219,45.00219727,0.2,175.405133625,181.171497348,4.52054510212,3.79771226245
2018-11-28 22:47:56.000000,111.944096554,31.25,1.9559677699,1.96928500375,co[ii],431.04289649,435.350024775,cod[ii],202.510599568,140.1116486,6390.6551931,0.9,189.230112115,43.6554595274,-79.4303674016,996.7,rd1[ii],rd2[ii],7.14843748467,45.00219727,0.2,178.09057944,185.730823632,3.22242728658,2.45057545694
2018-11-28 22:47:59.000000,110.434929049,31.25,1.9559677699,1.96947505569,co[ii],429.70058722,434.043167419,cod[ii],18.7735125379,139.5545044,6486.0458664,0.9,207.705212593,43.6555106064,-79.4303486119,996.7,rd1[ii],rd2[ii],6.35970675203,44.99755859,0.2,203.36088973,186.643734792,4.84708048559,6.71706143237
2018-11-28 22:48:01.000000,108.614770233,31.3125,1.9548632354,1.96837128836,co[ii],429.70058722,434.043167419,cod[ii],35.2175825588,139.9630737,6486.0458664,0.9,239.446000524,43.6555363831,-79.4303314627,996.7,rd1[ii],rd2[ii],5.96579272914,44.99755859,0.2,226.827164591,206.168180192,4.13232764669,5.36785230768
2018-11-28 22:48:04.000000,106.57920182,31.25,1.9548632354,1.96831353778,co[ii],436.65160633,441.0648568,cod[ii],53.1267368907,140.1859283,6457.0498904,0.9,253.463475798,43.65556151,-79.4303126175,996.7,rd1[ii],rd2[ii],4.82692066611,45.00378418,0.2,206.921778741,184.516051445,2.73471002965,3.49468250636
2018-11-28 22:48:05.000000,106.434148175,31.3125,1.9581799708,1.97162787152,co[ii],436.65160633,441.0648568,cod[ii],58.2426376182,139.9816437,6457.0498904,0.9,251.090364172,43.6555710267,-79.4302884023,996.7,rd1[ii],rd2[ii],6.49066654186,45.00378418,0.2,221.86626494,179.948210178,4.02500077089,4.84087477567
2018-11-28 22:48:08.000000,106.697749871,31.3125,1.9581799708,1.97176415735,co[ii],442.43761116,446.961228595,cod[ii],72.8552037921,139.4802094,6525.3526328,0.9,262.150279498,43.6556014239,-79.4301873719,996.7,rd1[ii],rd2[ii],11.4634144811,45.00219727,0.2,252.822288655,178.104296858,7.3739499592,8.75565407475
2018-11-28 22:48:09.000000,106.991803986,31.3125,1.9564900057,1.97007529834,co[ii],442.43761116,446.961228595,cod[ii],75.5419752775,140.1487885,6525.3526328,0.9,266.932485224,43.6556112316,-79.4301468768,996.7,rd1[ii],rd2[ii],12.5145776725,45.00219727,0.2,255.877803307,179.536259242,8.05795418502,9.52028645537
2018-11-28 22:48:12.000000,108.051809282,31.3125,1.9564900057,1.9698086559,co[ii],443.67842439,448.142226904,cod[ii],73.0366701148,139.9630737,6391.5736604,0.9,264.929489576,43.6556501105,-79.4300090284,996.7,rd1[ii],rd2[ii],13.8481666024,45.00219727,0.2,256.795143142,188.137162012,8.8864572282,9.65688454853
2018-11-28 22:48:13.000000,108.177904228,31.3125,1.9575687362,1.97088653335,co[ii],443.67842439,448.142226904,cod[ii],71.6084274396,140.1116486,6391.5736604,0.9,262.929601379,43.6556660327,-79.4299584248,996.710071197,rd1[ii],rd2[ii],14.4798556748,45.00378418,0.2,255.326793122,188.022037405,9.54039120612,10.8759450883
2018-11-28 22:48:17.000000,107.140016686,31.3125,1.9575687362,1.97098500732,co[ii],436.41061766,440.81195794,cod[ii],72.4830894581,140.2973633,6440.9665717,0.9,263.658902573,43.6557213205,-79.4297167028,996.8,rd1[ii],rd2[ii],19.6119308277,45.00378418,0.2,255.544501009,183.860646546,13.9948621162,16.7291045336
2018-11-28 22:48:18.000000,106.868536171,31.3125,1.9596518471,1.97306657571,co[ii],436.41061766,440.81195794,cod[ii],73.610081801,140.1116486,6440.9665717,0.9,266.299363537,43.6557357656,-79.4296410471,996.8,rd1[ii],rd2[ii],20.7912928669,45.00067139,0.2,256.031320493,184.037876936,14.8502691976,17.7008781814
2018-11-28 22:48:21.000000,106.070206007,31.3125,1.9596518471,1.97309842363,co[ii],435.24229528,439.637938372,cod[ii],76.3828365338,139.5266418,6456.9204543,0.9,281.354568991,43.655774721,-79.4294280481,996.799131515,rd1[ii],rd2[ii],19.5430851703,45.00067139,0.2,259.085132312,185.164087215,13.2217705162,15.2356539375
2018-11-28 22:48:22.000000,105.799661538,31.3125,1.9530679182,1.96651926304,co[ii],435.24229528,439.637938372,cod[ii],77.4408122601,139.5545044,6456.9204543,0.9,287.421102052,43.6557854301,-79.429364921,996.797210094,rd1[ii],rd2[ii],17.4250171105,45.00067139,0.2,260.665989425,185.163138374,11.843423108,13.2877047143
2018-11-28 22:48:26.000000,107.313490465,31.3125,1.9530679182,1.9667900335,co[ii],426.17684696,430.533309197,cod[ii],80.0826748558,140.3716583,6592.9473869,0.9,283.216480411,43.6558027078,-79.4292423743,996.709772581,rd1[ii],rd2[ii],7.70374773245,45.00067139,0.2,177.586828695,150.681572647,5.70750583449,9.29745820098
2018-11-28 22:48:27.000000,107.6,31.3125,1.957487894,1.97120742098,co[ii],426.17684696,430.533309197,cod[ii],84.4337913242,140.1673584,6592.9473869,0.9,280.0678517,43.6558027706,-79.4292168835,996.7,rd1[ii],rd2[ii],7.07262708023,45.00067139,0.2,157.764126511,140.254659441,5.42189722547,9.8218065877
2018-11-28 22:48:30.000000,106.355892151,31.3125,1.957487894,1.9708677701,co[ii],423.40008933,427.629978681,cod[ii],125.299006911,140.0559311,6422.6825735,0.9,334.348142383,43.6557587062,-79.4291423268,996.7,rd1[ii],rd2[ii],10.9515986758,45.00067139,0.2,289.791431414,147.889533834,5.72244285213,5.84937567789
2018-11-28 22:48:31.000000,105.541459929,31.3125,1.9555130568,1.96889443202,co[ii],423.40008933,427.629978681,cod[ii],140.20687,140.0002136,6422.6825735,0.9,350.034072755,43.655727033,-79.4291226209,996.7,rd1[ii],rd2[ii],12.3733076363,45.00067139,0.2,311.546350572,154.133025607,5.70143253537,4.88357234343
2018-11-28 22:48:34.000000,105.06364233,31.3125,1.9555130568,1.96890930553,co[ii],423.94586197,428.186537811,cod[ii],162.120006364,140.0373535,6430.1502092,0.9,343.01152284,43.6556089005,-79.4290732951,996.70623908,rd1[ii],rd2[ii],16.9657978453,45.00378418,0.2,336.074055957,169.239197576,10.2882703711,11.0674661594
2018-11-28 22:48:36.000000,105.471954107,31.3125,1.9553273709,1.96872375917,co[ii],423.94586197,428.186537811,cod[ii],164.80180784,140.0002136,6430.1502092,0.9,339.073452734,43.6555194108,-79.4290414904,996.752549288,rd1[ii],rd2[ii],18.6195380677,45.00378418,0.2,342.349066646,175.567741384,11.7751925794,13.0906156425
2018-11-28 22:48:39.000000,105.08058843,31.3125,1.9553273709,1.96862546859,co[ii],425.76569988,430.002277145,cod[ii],165.19198795,140.1487885,6380.7891656,0.9,338.953142578,43.6553758049,-79.4289866368,996.8,rd1[ii],rd2[ii],20.018006632,45.00219727,0.2,346.098677078,183.286609054,11.9802593664,12.5908720784
2018-11-28 22:48:40.000000,104.370409199,31.3125,1.9559320897,1.96922970254,co[ii],425.76569988,430.002277145,cod[ii],164.576698698,140.1116486,6380.7891656,0.9,339.92972269,43.6553239505,-79.4289652187,996.8,rd1[ii],rd2[ii],20.280513064,45.00219727,0.2,345.856602983,182.469993627,11.6118590042,11.6645388856
2018-11-28 22:48:43.000000,103.680124658,31.3125,1.9559320897,1.96935440753,co[ii],426.03979714,430.313619214,cod[ii],164.114410238,140.0373535,6443.3932266,0.9,343.093766128,43.655173487,-79.4289021123,996.806008482,rd1[ii],rd2[ii],20.3444146415,45.00378418,0.2,344.657667833,181.834519214,10.8913202506,10.4711554272
2018-11-28 22:48:45.000000,104.33482289,31.3125,1.9542454036,1.96766896623,co[ii],426.03979714,430.313619214,cod[ii],165.665209748,140.0559387,6443.3932266,0.9,342.70599304,43.6550719596,-79.4288628754,996.846669259,rd1[ii],rd2[ii],20.1641078694,45.00378418,0.2,346.82453397,182.656559072,10.8146384187,10.2416607509
2018-11-28 22:48:48.000000,105.506703877,31.3125,1.9542454036,1.96759674523,co[ii],426.62888813,430.890377033,cod[ii],164.91638736,140.0373535,6407.1089715,0.9,341.046004532,43.6549136314,-79.4288043174,996.9,rd1[ii],rd2[ii],20.2948850609,45.00378418,0.2,348.726048944,187.811895226,11.6341932321,11.7482232493
