Airmar_time,alt,cog,hdop,heading,lat,lon,pressure,sog,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-11-20 20:48:07.000000,293.3,0.0,2.0,122.0,43.4678,-80.5398083333,977.6,0.0,-3.7,50.0,302.3,0.5,1.2
2018-11-20 20:48:08.000000,293.3,0.0,2.0,121.8,43.4678,-80.5398083333,977.6,0.0,-3.7,119.36852914,270.7,0.5,0.2
2018-11-20 20:48:09.000000,293.811543843,0.0,2.0,122.1,43.4678009217,-80.5398093702,977.6,0.0,-3.7,213.74734075,112.8,0.5,0.8
2018-11-20 20:48:10.000000,296.294765304,0.0,2.0,121.7,43.467805396,-80.5398144038,977.6,0.0,-3.7,221.781196824,118.3,0.704273517046,1.0
2018-11-20 20:48:11.000000,298.777986765,13.5022875445,2.0,121.7,43.4678098702,-80.5398194374,977.6,0.0,-3.7,234.350183967,119.6,1.00219781755,1.7
2018-11-20 20:48:12.000000,301.255182908,47.5989811458,2.0,121.6,43.4678141232,-80.5398266058,977.6,0.0,-3.7,253.825153305,143.2,1.36849818129,2.7
2018-11-20 20:48:13.000000,303.711743679,70.4199387776,2.0,121.7,43.4678176183,-80.5398410855,977.6,0.0,-3.7,259.815577683,142.4,1.33558839279,2.9
2018-11-20 20:48:14.000000,306.16830445,78.3548316384,2.0,121.7,43.4678211134,-80.5398555652,977.6,0.0,-3.7,263.117127147,151.9,1.2504255596,2.6
2018-11-20 20:48:15.000000,308.624865222,80.6906362863,2.0,121.5,43.4678246085,-80.5398700449,977.6,0.0,-3.7,264.96990523,155.7,1.150275393,2.2
2018-11-20 20:48:16.000000,311.000514901,76.5844770043,2.0,121.5,43.4678265221,-80.5398757256,977.6,0.0,-3.7,249.418256205,146.4,0.970984392992,1.9
2018-11-20 20:48:17.000000,313.365959579,74.0389583977,2.0,121.5,43.4678282362,-80.5398802965,977.6,0.0,-3.7,216.322378919,112.5,0.71191686042,1.4
2018-11-20 20:48:18.000000,315.731404256,73.2675018755,2.0,121.9,43.4678299503,-80.5398848674,977.6,0.0,-3.7,218.197439174,101.9,0.767948783479,1.3
2018-11-20 20:48:19.000000,317.779028929,82.3089604684,2.0,121.8,43.467834256,-80.539879148,977.6,0.0,-3.73357758865,221.143103546,110.4,0.900732765961,1.6
2018-11-20 20:48:20.000000,319.817161859,106.443316212,2.0,121.5,43.4678386391,-80.5398731213,977.6,0.0,-3.79462764928,223.585105971,117.3,1.08388294783,2.3
2018-11-20 20:48:21.000000,321.855294789,107.203303333,2.0,121.5,43.4678430221,-80.5398670946,977.6,0.0,-3.8,244.159458914,132.9,1.67802880198,3.0
2018-11-20 20:48:22.000000,323.155326205,80.4131209717,2.0,121.5,43.467845802,-80.5398706165,977.6,0.0,-3.8,256.242175845,145.2,1.8763040259,3.9
2018-11-20 20:48:23.000000,324.398948214,63.9742568047,2.0,121.6,43.4678484593,-80.5398748682,977.6,0.0,-3.8,257.750660094,144.2,1.62488998436,3.0
2018-11-20 20:48:24.000000,325.642570223,59.5895302601,2.0,121.3,43.4678511166,-80.5398791199,977.6,0.0,-3.8,255.718091181,144.7,1.7283475776,3.3
2018-11-20 20:48:25.000000,326.413706076,55.6693559966,2.0,121.0,43.4678525679,-80.539883605,977.6,0.0,-3.8,264.433751437,151.0,1.8,3.7
2018-11-20 20:48:26.000000,327.061506944,52.646948727,2.0,121.2,43.4678537044,-80.5398881509,977.6,0.0,-3.8,284.421179721,173.2,1.8,3.5
2018-11-20 20:48:27.000000,327.709307811,52.78767806,2.0,121.2,43.4678548409,-80.5398926969,977.6,0.0,-3.8,281.195771207,173.8,1.48098570041,2.8
2018-11-20 20:48:28.000000,328.546577567,57.2608394373,2.0,121.1,43.4678559572,-80.5398981191,977.6,0.0,-3.8,279.66483721,169.5,1.44835187068,2.6
2018-11-20 20:48:29.000000,329.414691123,59.0753958494,2.0,121.2,43.4678570701,-80.5399036839,977.6,0.0,-3.8,282.473138364,171.6,1.75360199608,3.5
2018-11-20 20:48:30.000000,330.282804678,57.0641713129,2.0,121.3,43.4678581831,-80.5399092487,977.6,0.0,-3.8,287.188319205,166.5,1.73960113796,3.2
2018-11-20 20:48:31.000000,334.024453956,90.8042113639,1.78361468921,121.1,43.467868251,-80.5399289337,977.6,0.0,-3.8,282.10231996,169.4,1.75581399322,3.3
2018-11-20 20:48:32.000000,338.214574089,220.231423629,1.53345826332,121.5,43.4678797165,-80.5399508224,977.6,0.0,-3.8,264.314752531,149.1,1.88152118353,4.0
2018-11-20 20:48:33.000000,342.404694223,304.944433287,1.28330183742,121.5,43.467891182,-80.5399727111,977.6,0.0,-3.8,275.480579384,164.4,1.6674163817,3.0
2018-11-20 20:48:34.000000,344.028659849,313.194930939,1.2,121.2,43.4678980488,-80.5399788567,977.6,0.0,-3.8,284.858517142,176.4,1.5,3.0
2018-11-20 20:48:36.000000,344.714295539,264.271160343,1.2,121.3,43.4679071906,-80.5399754285,977.6,0.0,-3.8,282.947455191,157.2,1.55875746812,2.9
2018-11-20 20:48:37.000000,344.700365324,243.362064515,1.2,121.3,43.4679087485,-80.5399733394,977.6,0.0,-3.8,278.784369751,172.8,1.52469941829,2.9
2018-11-20 20:48:38.000000,344.56751909,284.477251016,1.2,121.3,43.467909302,-80.5399711253,977.6,0.0,-3.8,268.370483921,154.5,1.3244323831,2.7
2018-11-20 20:48:39.000000,344.434672856,314.167339283,1.2,121.2,43.4679098555,-80.5399689112,977.6,0.0,-3.8,268.166398036,155.7,1.3,2.6
2018-11-20 20:48:40.000000,344.667225618,319.127258995,1.2,121.2,43.4679112147,-80.5399654991,977.6,0.0,-3.8,269.763716868,155.3,1.3,2.7
2018-11-20 20:48:42.000000,345.390434247,223.098613024,1.2,121.2,43.467914502,-80.5399578287,977.6,0.0,-3.8,281.86702753,164.7,1.35894528982,2.2
2018-11-20 20:48:43.000000,345.476851518,149.236982539,1.2,121.1,43.4679142284,-80.5399570525,977.6,0.0,-3.8,293.894396093,178.5,1.34859809618,3.1
2018-11-20 20:48:44.000000,345.44363997,81.8581781004,1.2,121.3,43.4679131213,-80.539957606,977.6,0.0,-3.8,307.646074598,194.7,1.21508665439,2.7
2018-11-20 20:48:45.000000,344.585549449,221.000884354,1.2,121.2,43.4679105032,-80.5399560063,977.6,0.0,-3.8,310.270993114,209.2,0.826062790318,1.5
2018-11-20 20:48:46.000000,343.398303937,337.716626572,1.2,121.3,43.4679088071,-80.5399526142,977.6,0.0,-3.8,293.615940185,168.7,0.895749204247,1.6
2018-11-20 20:48:47.000000,342.211058424,338.246747286,1.2,121.3,43.467907111,-80.5399492221,977.6,0.0,-3.8,297.843149374,196.3,0.721256271342,1.6
2018-11-20 20:48:49.000000,341.183263049,330.423455303,1.2,121.2,43.4679026848,-80.5399479351,977.6,0.0,-3.8,298.99551141,167.0,0.677564148066,1.2
2018-11-20 20:48:50.000000,340.212074658,273.344204608,1.2,120.7,43.4678972893,-80.5399473956,977.6,0.0,-3.8,292.371574369,180.8,0.891239536489,1.7
2018-11-20 20:48:51.000000,339.240886268,216.264953913,1.2,120.6,43.4678918938,-80.539946856,977.6,0.0,-3.8,249.942168499,115.9,0.601431788234,0.9
2018-11-20 20:48:53.000000,338.401979762,250.550649015,1.2,121.0,43.4678780106,-80.539958656,977.6,0.0,-3.8,29.5359078442,300.1,0.207264967715,0.4
2018-11-20 20:48:54.000000,338.099966437,193.64484488,1.2,121.0,43.4678707399,-80.5399659267,977.6,0.0,-3.8,178.786510121,221.6,0.373809526235,0.5
2018-11-20 20:48:55.000000,337.911566402,118.205304656,1.2,121.0,43.4678639117,-80.5399738604,977.6,0.0,-3.8,296.407958932,189.7,0.47809858507,0.9
2018-11-20 20:48:56.000000,337.779378644,198.488040513,1.2,121.3,43.4678573023,-80.5399821222,977.6,0.0,-3.8,309.295282183,196.4,0.407676053642,0.8
2018-11-20 20:48:57.000000,337.647190887,301.220231696,1.2,121.1,43.4678506929,-80.5399903839,977.6,0.0,-3.8,326.283589565,219.6,0.578438048449,1.1
2018-11-20 20:48:58.000000,337.316451374,188.115778371,1.2,121.2,43.467843244,-80.539996605,977.6,0.0,-3.8,319.678309165,220.5,0.7,1.5
2018-11-20 20:48:59.000000,336.87547447,40.1666348176,1.2,121.2,43.467835329,-80.5400016932,977.6,0.0,-3.8,275.857333267,162.9,0.7,1.3
2018-11-20 20:49:00.000000,336.434497565,105.621389962,1.2,121.1,43.4678274141,-80.5400067814,977.6,0.0,-3.8,242.111181926,125.2,1.17850521433,3.0
2018-11-20 20:49:01.000000,336.078379881,246.055517928,1.2,121.1,43.4678220451,-80.5400094414,977.6,0.0,-3.8,226.612760625,109.4,1.65618078323,2.9
2018-11-20 20:49:02.000000,335.759502418,258.99829043,1.2,121.3,43.4678177934,-80.5400110358,977.6,0.0,-3.8,236.946305224,120.8,2.04859386926,3.6
2018-11-20 20:49:03.000000,335.440624956,231.459843033,1.2,121.2,43.4678135417,-80.5400126302,977.6,0.0,-3.8,242.952282911,126.9,3.30614742125,6.6
2018-11-20 20:49:04.000000,334.984390551,266.421254691,1.2,121.1,43.4678129044,-80.5400111674,977.6,0.0,-3.8,246.61176524,136.2,4.15294105782,8.2
2018-11-20 20:49:05.000000,334.419794056,316.138503062,1.2,120.8,43.4678151185,-80.5400072927,977.6,0.0,-3.8,247.206609915,135.5,4.02075335228,7.1
2018-11-20 20:49:06.000000,333.855197561,220.469657473,1.2,121.0,43.4678173326,-80.540003418,977.6,0.0,-3.8,247.845984726,135.5,4.05459847261,7.8
2018-11-20 20:49:07.000000,333.232091252,58.5623260919,1.2,121.1,43.4678198663,-80.5399998271,977.6,0.0,-3.8,251.551262245,136.9,3.80970872813,7.9
2018-11-20 20:49:08.000000,332.560725042,148.248344403,1.2,121.1,43.4678226636,-80.5399964703,977.6,0.0,-3.8,262.425048116,152.6,2.83883498966,5.2
2018-11-20 20:49:09.000000,331.889358833,313.936059941,1.2,121.1,43.467825461,-80.5399931135,977.6,0.0,-3.8,261.661399283,145.0,2.74950437899,5.9
2018-11-20 20:49:10.000000,331.42634785,266.660802803,1.2,121.1,43.4678273098,-80.5399923098,977.6,0.0,-3.8,257.93697035,145.8,2.85068194064,5.9
2018-11-20 20:49:11.000000,331.121159539,138.606931414,1.2,121.7,43.4678284401,-80.5399934401,977.6,0.0,-3.8,256.845565048,144.1,2.64604344651,5.4
2018-11-20 20:49:12.000000,330.815971229,68.5962084499,1.2,121.4,43.4678295705,-80.5399945705,977.6,0.0,-3.8,253.671521225,141.5,2.70458852769,4.9
2018-11-20 20:49:13.000000,330.476905087,42.016198849,1.2,120.9,43.467830676,-80.5399926338,977.599125618,0.0,-3.8,250.674230695,139.5,2.85748870085,5.5
2018-11-20 20:49:14.000000,330.117075207,77.7351681962,1.2,120.4,43.4678317664,-80.5399888175,977.566742197,0.0,-3.8,249.562393618,137.1,3.05369524387,5.7
2018-11-20 20:49:15.000000,329.757245327,233.849557662,1.2,120.1,43.4678328568,-80.5399850011,977.534358775,0.0,-3.8,256.313924674,144.1,2.72341344032,6.1
2018-11-20 20:49:16.000000,329.581400702,322.191544031,1.2,120.1,43.4678333333,-80.5399855033,977.501975354,0.0,-3.8,263.957699727,154.2,2.29068075874,4.5
2018-11-20 20:49:17.000000,329.548364703,261.781318642,1.2,120.3,43.4678333333,-80.5399893575,977.532179612,0.0,-3.8,262.239258472,152.0,2.22458686431,4.1
2018-11-20 20:49:18.000000,329.515328703,224.093346555,1.2,121.2,43.4678333333,-80.5399932117,977.566449661,0.0,-3.8,257.574352385,141.4,2.03049904777,2.7
2018-11-20 20:49:19.000000,329.573500172,226.278874759,1.2,121.1,43.4678314958,-80.539996225,977.6,0.0,-3.8,251.427049562,138.6,1.87802323918,3.3
2018-11-20 20:49:20.000000,329.710627355,230.951138052,1.2,121.1,43.4678280676,-80.5399985105,977.6,0.0,-3.8,246.817834731,132.9,2.41242495873,3.8
2018-11-20 20:49:21.000000,329.847754538,241.316686483,1.2,121.3,43.4678246395,-80.5400007959,977.6,0.0,-3.8,245.488261569,134.6,2.6,5.1
2018-11-20 20:49:22.000000,329.9,245.880807477,1.2,121.3,43.4678209221,-80.5399978776,977.6,0.0,-3.8,245.64106104,135.8,2.60995919076,5.0
2018-11-20 20:49:23.000000,329.9,237.349266696,1.2,121.2,43.4678170267,-80.5399917563,977.6,0.0,-3.8,242.093996116,135.6,2.74638476477,5.3
2018-11-20 20:49:24.000000,329.9,234.876422781,1.2,121.1,43.4678131313,-80.5399856349,977.6,0.0,-3.8,240.659907527,131.4,2.59953763494,4.7
2018-11-20 20:49:25.000000,330.043589803,242.587989292,1.2,121.1,43.467810641,-80.5399826496,977.6,0.0,-3.8,240.419839688,127.8,2.27515030175,4.5
2018-11-20 20:49:26.000000,330.273701639,262.47364956,1.2,121.2,43.4678089974,-80.5399815538,977.6,0.0,-3.8,238.482630678,118.7,2.00794905898,3.4
2018-11-20 20:49:27.000000,330.503813476,302.563049118,1.2,121.2,43.4678073537,-80.539980458,977.6,0.0,-3.83939197155,238.330271545,129.0,1.9,3.3
2018-11-20 20:49:28.000000,330.658906962,327.107703931,1.2,121.4,43.4678079757,-80.5399809818,977.6,0.0,-3.9,239.025573709,128.6,1.88879892689,3.5
2018-11-20 20:49:29.000000,330.760121505,324.374105311,1.2,121.2,43.4678102249,-80.5399826687,977.6,0.0,-3.9,235.719230648,116.1,1.7538461489,3.4
2018-11-20 20:49:30.000000,330.861336048,325.656555415,1.2,121.4,43.4678124741,-80.5399843556,977.6,0.0,-3.9,233.437115369,123.7,1.53951922812,3.5
2018-11-20 20:49:31.000000,331.166821674,334.364688751,1.2,121.4,43.4678153858,-80.5399873946,977.6,0.0,-3.9,232.653440689,121.1,1.34041901167,2.6
