Airmar_time,alt,cog,hdop,heading,lat,lon,pressure,sog,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-11-28 19:33:17.000000,203.080259686,218.1,1.1,264.4,43.7808977325,-79.4677110766,984.3,0.0,0.4,78.4682375976,185.6,1.31985548074,2.6
2018-11-28 19:33:18.000000,203.283140599,180.220311823,1.1,264.4,43.7808970562,-79.4677188537,984.3,0.323286555319,0.4,103.001104255,211.4,1.63430148936,2.5
2018-11-28 19:33:19.000000,203.42745226,90.4582058111,1.1,264.4,43.7808966667,-79.4677242484,984.295929483,1.08936683335,0.4,124.085676056,227.8,1.96025881348,4.5
2018-11-28 19:33:20.000000,203.492198153,45.8928891091,1.1,264.4,43.7808966667,-79.4677264066,984.263878193,1.34582996684,0.4,133.360549352,230.7,2.18510422671,4.7
2018-11-28 19:33:21.000000,203.6,50.5688031614,1.1,264.4,43.7808966667,-79.46773,984.200224389,0.834930206011,0.4,153.553603597,248.7,1.30006094371,2.7
2018-11-28 19:33:22.000000,203.6,51.3199298593,1.1,264.4,43.7808966667,-79.46773,984.232275672,0.649451986736,0.4,120.068629731,253.1,0.643062475844,1.2
2018-11-28 19:33:23.000000,203.6,53.3290763839,1.1,264.4,43.7808966667,-79.46773,984.264326955,0.5556,0.4,126.666308087,223.4,0.258024087689,0.6
2018-11-28 19:33:24.000000,203.599599298,56.6268021375,1.1,264.4,43.7808966667,-79.46773,984.296378238,0.5556,0.4,233.372844337,291.0,0.437664721105,0.6
2018-11-28 19:33:26.000000,203.566210328,60.6886201403,1.1,264.4,43.7808966667,-79.46773,984.3,0.490827324076,0.4,291.522425893,67.0,0.868146856519,1.4
2018-11-28 19:33:27.000000,203.532821358,66.2270788347,1.1,264.4,43.7808966667,-79.46773,984.3,0.300878703669,0.4,319.042867922,66.8,1.22857114786,2.3
2018-11-28 19:33:28.000000,203.5,69.2865731284,1.1,264.4,43.7808966762,-79.4677299905,984.3,0.1852,0.4,330.764479562,85.1,0.923320844741,1.6
2018-11-28 19:33:29.000000,203.5,68.4849699427,1.1,264.4,43.7808972355,-79.4677294312,984.3,0.1852,0.4,253.151187802,78.2,0.716056256679,1.2
2018-11-28 19:33:30.000000,203.5,67.4373216954,1.1,264.4,43.7808977947,-79.4677288719,984.3,0.1852,0.4,134.729584369,241.8,0.588825389655,1.4
2018-11-28 19:33:31.000000,203.498881163,66.0128195897,1.1,264.4,43.7808983333,-79.4677283147,984.3,0.1852,0.4,108.761331187,237.1,0.525333328086,1.1
2018-11-28 19:33:32.000000,203.468642275,65.3627083998,1.1,264.4,43.7808983333,-79.4677278107,984.3,0.1852,0.4,82.5285201158,197.0,0.5,1.2
2018-11-28 19:33:33.000000,203.438403387,66.6177504751,1.1,264.4,43.7808983333,-79.4677273067,984.3,0.1852,0.4,61.8223565931,171.2,0.549589064146,1.2
2018-11-28 19:33:34.000000,203.408164499,67.993434454,1.1,264.4,43.7808983333,-79.4677268027,984.3,0.1852,0.4,66.9182495338,168.7,0.823561802895,1.9
2018-11-28 19:33:35.000000,203.4,71.328506202,1.1,264.3,43.7808983333,-79.4677266667,984.3,0.1852,0.4,73.3588794669,180.8,1.15042283176,1.9
2018-11-28 19:33:36.000000,203.4,75.2394396224,1.1,264.3,43.7808983333,-79.4677266667,984.3,0.1852,0.4,82.2321139573,188.1,1.57295780749,2.6
2018-11-28 19:33:37.000000,203.4,82.7173744953,1.1,264.3,43.7808983333,-79.4677266667,984.3,0.1852,0.4,86.3200985806,192.1,1.6,3.3
2018-11-28 19:33:38.000000,203.375864349,90.1953093682,1.1,264.3,43.7808983333,-79.4677262644,984.3,0.1852,0.4,88.8562369472,197.8,1.5781184736,3.2
2018-11-28 19:33:39.000000,203.342296039,76.5177614188,1.1,264.3,43.7808983333,-79.4677257049,984.3,0.1852,0.4,88.7168641193,194.6,1.50843205967,3.0
2018-11-28 19:33:40.000000,203.308727728,64.0370351725,1.1,264.3,43.7808983333,-79.4677251455,984.3,0.1852,0.4,89.8672632959,185.8,1.34774826575,3.3
2018-11-28 19:33:41.000000,203.276043996,68.0977026072,1.1,264.3,43.7808983333,-79.4677246007,984.3,0.1852,0.4,95.8447909237,198.0,1.2,2.6
2018-11-28 19:33:42.000000,203.24367106,72.0750019045,1.1,264.3,43.7808983333,-79.4677240612,984.3,0.1852,0.4,128.802535632,219.1,1.2,2.6
2018-11-28 19:33:43.000000,203.211298123,73.9980789434,1.1,264.3,43.7808983333,-79.4677235216,984.3,0.1852,0.4,129.411533048,242.2,1.2,2.6
2018-11-28 19:33:44.000000,203.177804263,76.2022723849,1.1,264.3,43.7808983333,-79.4677225935,984.3,0.184137744864,0.4,120.813522665,228.3,1.24606921204,2.3
2018-11-28 19:33:45.000000,203.143709481,103.678807276,1.1,264.3,43.7808983333,-79.467721457,984.3,0.0875788404654,0.4,126.882483991,228.5,1.5219310905,2.4
2018-11-28 19:33:46.000000,203.109614698,127.966644218,1.1,264.3,43.7808983333,-79.4677203205,984.3,0.0,0.4,124.050507494,236.7,1.50901014988,2.9
2018-11-28 19:33:47.000000,203.1,121.156432075,1.1,264.3,43.7808983333,-79.4677195983,984.3,0.0,0.4,117.626901237,228.4,1.4,2.8
2018-11-28 19:33:48.000000,203.1,114.808547004,1.1,264.3,43.7808983333,-79.4677190388,984.3,0.0,0.4,110.725493157,208.0,1.4,2.7
2018-11-28 19:33:49.000000,203.1,112.814244057,1.1,264.3,43.7808983333,-79.4677184794,984.3,0.0,0.4,109.807111782,216.4,1.49155561651,2.9
2018-11-28 19:33:50.000000,203.1,110.819941109,1.1,264.3,43.7808983333,-79.4677187166,984.3,0.0,0.4,110.226754365,216.5,1.6,3.2
2018-11-28 19:33:51.000000,203.1,177.977014208,1.1,264.3,43.7808983333,-79.4677192351,984.3,0.0,0.4,104.930591306,217.5,1.6,3.9
2018-11-28 19:33:52.000000,203.1,245.832518096,1.1,264.3,43.7808983333,-79.4677197537,984.3,0.0,0.4,100.479900348,213.2,1.29029246114,2.9
2018-11-28 19:33:53.000000,203.117899764,174.841164818,1.1,264.3,43.7808983333,-79.46772,984.3,0.0724167555564,0.4,93.6665255548,205.1,0.878732073902,2.0
2018-11-28 19:33:54.000000,203.151994547,63.5394556984,1.1,264.3,43.7808983333,-79.46772,984.3,0.165857718969,0.4,63.5369901057,193.9,0.674232964518,1.2
2018-11-28 19:33:55.000000,203.186089329,42.8043085079,1.1,264.3,43.7808983333,-79.46772,984.3,0.1852,0.4,39.3430422427,140.6,0.6,1.7
2018-11-28 19:33:56.000000,203.2,45.7101200562,1.1,264.3,43.7808986568,-79.4677203235,984.3,0.1852,0.4,32.076476878,120.1,0.630110752678,1.9
2018-11-28 19:33:57.000000,203.2,46.3407047985,1.1,264.3,43.7808992033,-79.4677208699,984.3,0.1852,0.4,135.529518823,246.6,0.906353855334,1.2
2018-11-28 19:33:58.000000,203.2,46.3917773229,1.1,264.3,43.7808997497,-79.4677214164,984.3,0.1852,0.4,157.077676947,246.2,0.959147060262,2.5
2018-11-28 19:33:59.000000,203.2,44.0472697955,1.1,264.3,43.780900291,-79.4677222487,984.3,0.107391851095,0.4,136.301687286,244.1,0.905802967137,2.1
2018-11-28 19:34:00.000000,203.2,41.2430621174,1.1,264.3,43.780900828,-79.4677233226,984.3,0.0146526971697,0.4,108.43393863,205.1,1.04075574513,1.9
