gps_time,ch4d,ch4_cal,temp,pressure,lat,lon,ws_corr,wd_corr
2018-08-16 03:38:00,2.041975468,2.042220677,24.7,992.1,43.83167715,-79.35353304,2.667749451,168.6039965
2018-08-16 03:38:04,2.042014867,2.042259794,24.7,992,43.83149641,-79.3534786,4.467689731,168.3606545
2018-08-16 03:38:05,2.036226707,2.036513077,24.7,991.9,43.83143007,-79.35345904,1.261039372,179.8865142
2018-08-16 03:38:08,2.036098618,2.036385906,24.7,991.8,43.83115744,-79.35338363,2.529550962,199.7099708
2018-08-16 03:38:09,2.046636562,2.046848398,24.8,991.7,43.83106373,-79.35335771,2.919787651,191.7404552
2018-08-16 03:38:12,2.046987777,2.047197098,24.8,991.6,43.83080208,-79.35328378,2.848884321,191.2692526
2018-08-16 03:38:13,2.044070931,2.044301136,24.8,991.5,43.83071288,-79.35325626,3.274901745,173.3695167
2018-08-16 03:38:16,2.043893993,2.044125465,24.8,991.5,43.83041498,-79.35317099,1.695740415,204.5435522
2018-08-16 03:38:17,2.033917919,2.03422082,24.8,991.5,43.8303075,-79.35314045,1.879180474,217.6172238
2018-08-16 03:38:21,2.034051441,2.034353386,24.8,991.4,43.82999218,-79.35305363,1.309099643,133.8618284
2018-08-16 03:38:22,2.066509663,2.066579206,24.8,991.4,43.82987905,-79.35302347,1.169483358,113.1617879
2018-08-16 03:38:25,2.066099065,2.066171549,24.8,991.5,43.82952788,-79.35293,1.336867015,284.2080558
2018-08-16 03:38:26,2.083194269,2.08314435,24.8,991.5,43.82941025,-79.35289994,1.040665794,256.2599691
2018-08-16 03:38:29,2.083437798,2.083386135,24.8,991.5,43.82905206,-79.35280804,1.382380766,325.5183386
2018-08-16 03:38:30,2.049004096,2.04919898,24.8,991.6,43.8289296,-79.35277643,1.749248456,323.6335458
2018-08-16 03:38:33,2.048993065,2.049188028,24.8,991.7,43.82854969,-79.35267759,1.717792473,335.3975057
2018-08-16 03:38:34,2.045219152,2.045441136,24.8,991.7,43.82841344,-79.35263825,1.513210891,324.3628829
2018-08-16 03:38:37,2.045228676,2.045450593,24.8,991.8,43.82802945,-79.35252741,2.283411348,308.4741211
2018-08-16 03:38:38,2.045150455,2.045372931,24.8,991.9,43.82789417,-79.35248883,3.34000817,310.2704852
2018-08-16 03:38:41,2.044879882,2.045104296,24.7,992.1,43.8275162,-79.35238266,8.555299725,314.2967716
2018-08-16 03:38:42,2.03917121,2.039436497,24.7,992.2,43.82738209,-79.35234498,8.293614019,322.8962043
2018-08-16 03:38:45,2.039344299,2.039608347,24.7,992.5,43.82703862,-79.35224174,9.871935277,333.9616872
2018-08-16 03:38:46,2.035412306,2.035704508,24.7,992.6,43.82688518,-79.35219526,10.72962126,335.6018731
2018-08-16 03:38:49,2.035549894,2.035841111,24.7,992.8,43.826555,-79.35210655,13.38518945,343.9147158
2018-08-16 03:38:50,2.037104483,2.037384568,24.7,992.9,43.82641358,-79.3520717,14.08066488,347.2522757
2018-08-16 03:38:53,2.037248718,2.03752777,24.7,993,43.82611908,-79.35199479,12.04728592,350.5688161
2018-08-16 03:38:54,2.037549951,2.037826847,24.7,993,43.82602748,-79.35196981,12.16549083,347.7087938
2018-08-16 03:38:57,2.037456097,2.037733665,24.7,993.1,43.8258071,-79.35189817,7.716370375,339.6870244
2018-08-16 03:38:59,2.035155537,2.035449577,24.7,993.1,43.82574314,-79.35187404,5.015384033,340.745882
2018-08-16 03:39:02,2.035173334,2.035467247,24.7,993.1,43.82563998,-79.35184318,3.615830761,348.820424
2018-08-16 03:39:03,2.038503252,2.038773322,24.7,993.1,43.82562013,-79.35183947,1.406056526,334.1695745
2018-08-16 03:39:06,2.038332554,2.038603847,24.7,993.1,43.82561003,-79.35184083,2.601187988,181.9136274
2018-08-16 03:39:07,2.042383436,2.042625725,24.7,993.1,43.82561002,-79.35184263,3.470952141,181.4059899
2018-08-16 03:39:10,2.042453138,2.042694927,24.7,993.1,43.82560927,-79.35184401,7.374113042,176.7016733
2018-08-16 03:39:11,2.048845465,2.049041484,24.7,993.1,43.82560902,-79.35184447,8.574775109,175.7404547
2018-08-16 03:39:14,2.048798919,2.048995272,24.7,993,43.825566,-79.35183516,8.396894119,168.5183981
2018-08-16 03:39:15,2.046603637,2.046815708,24.7,993,43.82553936,-79.35182888,9.097432868,172.5460657
2018-08-16 03:39:18,2.046767326,2.046978225,24.8,993,43.82545946,-79.35181004,8.893120522,187.2438627
2018-08-16 03:39:19,2.051259909,2.051438642,24.8,993,43.82543016,-79.35180313,9.351890954,183.0880615
2018-08-16 03:39:22,2.05125926,2.051437997,24.8,993,43.82534493,-79.35178303,11.20351088,174.9791546
2018-08-16 03:39:23,2.052315678,2.052486851,24.8,993,43.82531829,-79.35177675,10.30365378,175.0646774
2018-08-16 03:39:26,2.052282177,2.05245359,24.8,993,43.82516689,-79.35174068,2.223464905,188.3090975
2018-08-16 03:39:28,2.052532649,2.052702269,24.8,993,43.82505021,-79.35171272,2.514067623,186.5036459
2018-08-16 03:39:31,2.052529193,2.052698837,24.8,993,43.82473199,-79.35163644,2.127177216,189.0202735
2018-08-16 03:39:32,2.071570418,2.071603726,24.8,993,43.824613,-79.35160729,0.899373341,299.0054226
2018-08-16 03:39:35,2.071814606,2.071846166,24.8,993,43.82421169,-79.35149178,3.042547336,322.4140556
2018-08-16 03:39:36,2.069073645,2.06912483,24.8,993,43.82406465,-79.35145139,3.664511607,324.7462927
