gps_time,ch4d,ch4_cal,temp,pressure,lat,lon,ws_corr,wd_corr
2018-08-16 03:39:39,2.068709077,2.068762872,24.8,993.1,43.82364994,-79.35133768,3.473828508,341.9010237
2018-08-16 03:39:40,2.088829301,2.088739035,24.8,993.2,43.82350198,-79.35129758,3.708878097,339.3049336
2018-08-16 03:39:43,2.088732179,2.088642609,24.8,993.3,43.8230983,-79.35118811,4.825488012,342.1735634
2018-08-16 03:39:44,2.157724431,2.157140874,24.8,993.3,43.82294999,-79.35114782,5.282145673,346.8456531
2018-08-16 03:39:47,2.157785889,2.157201891,24.9,993.3,43.82256292,-79.35103735,4.827624795,324.8877014
2018-08-16 03:39:48,2.187471332,2.186674786,24.9,993.3,43.82242954,-79.35099934,3.974211999,317.8508972
2018-08-16 03:39:51,2.187316121,2.186520686,24.9,993.4,43.82207755,-79.35089961,2.060379896,283.0076494
2018-08-16 03:39:52,2.188638096,2.187833195,24.9,993.4,43.82193675,-79.35085972,1.536917233,273.5794514
2018-08-16 03:39:55,2.188698391,2.187893059,24.9,993.3,43.82161811,-79.35076582,2.756246003,213.5183754
2018-08-16 03:39:56,2.162945624,2.162324682,24.9,993.2,43.82151228,-79.35073459,2.226802575,208.5159953
2018-08-16 03:40:00,2.162842456,2.162222254,24.9,993.1,43.82119512,-79.35063626,2.87892836,212.1171797
2018-08-16 03:40:01,2.160112069,2.159511416,24.9,993.1,43.82108996,-79.35060274,3.042775545,209.896786
2018-08-16 03:40:04,2.159993982,2.159394174,24.9,993,43.82078849,-79.35052862,0.514954372,233.2708988
2018-08-16 03:40:05,2.150538773,2.150006665,24.9,993,43.82066266,-79.35050419,0.269307117,227.2451852
2018-08-16 03:40:08,2.150734014,2.150200509,24.9,993,43.82031708,-79.35043597,0.697817296,274.3212476
2018-08-16 03:40:09,2.140968607,2.140505022,24.9,993,43.82016548,-79.35039986,1.185295895,270.0548643
2018-08-16 03:40:12,2.140869004,2.140406132,24.9,992.9,43.81981175,-79.35031561,1.459659966,314.2887344
2018-08-16 03:40:13,2.212320064,2.2113456,24.9,992.9,43.81967464,-79.3502827,0.98319299,277.7453009
2018-08-16 03:40:16,2.212327963,2.211353442,24.9,992.9,43.8193142,-79.35019428,0.847009357,294.9499721
2018-08-16 03:40:17,2.107608297,2.107383572,24.9,992.9,43.81919406,-79.35016481,1.232004144,279.8083524
2018-08-16 03:40:20,2.107532803,2.107308619,24.9,993,43.81880825,-79.3500633,3.464876623,299.8851946
2018-08-16 03:40:21,2.097156628,2.097006738,24.9,993,43.81868757,-79.35003094,5.094279236,314.5457584
2018-08-16 03:40:24,2.097316552,2.097165517,24.9,993.2,43.81831023,-79.34992767,9.586905993,336.1925673
2018-08-16 03:40:25,2.073178905,2.073200697,24.9,993.3,43.81817527,-79.34989003,10.72615472,338.9299735
2018-08-16 03:40:28,2.073229027,2.07325046,24.9,993.5,43.81779875,-79.34978677,12.70653364,348.0388938
2018-08-16 03:40:29,2.060733498,2.060844399,24.9,993.6,43.81766906,-79.34975299,14.23936439,349.3959597
2018-08-16 03:40:32,2.060445095,2.060558061,24.9,993.7,43.81732715,-79.34966392,13.93940674,349.3399171
2018-08-16 03:40:33,2.053854132,2.05401429,24.9,993.7,43.81726992,-79.34964973,4.889664533,347.6398367
2018-08-16 03:40:36,2.054017522,2.054176509,24.9,993.8,43.81715773,-79.34962288,4.801384046,348.325051
2018-08-16 03:40:38,2.051004519,2.05118508,24.9,993.8,43.81711659,-79.34961303,4.787374867,347.7223336
2018-08-16 03:40:41,2.050826747,2.051008581,24.9,993.8,43.81700066,-79.34958529,0.420043246,352.0397807
2018-08-16 03:40:42,2.049190115,2.049383667,24.9,993.8,43.81695953,-79.34957545,1.392793276,161.3119485
2018-08-16 03:40:45,2.049296336,2.049489128,24.9,993.7,43.81684734,-79.3495486,5.012212911,160.6213296
2018-08-16 03:40:46,2.048742202,2.048938961,24.9,993.7,43.81680738,-79.34953816,6.081246353,170.4285082
2018-08-16 03:40:49,2.048750449,2.048947149,24.9,993.6,43.81670363,-79.34950424,7.47897649,164.1168078
2018-08-16 03:40:50,2.047832458,2.048035731,25,993.5,43.81666681,-79.34949221,7.378988531,164.1048392
2018-08-16 03:40:53,2.04799057,2.048192711,25,993.4,43.81656306,-79.34945829,7.67681173,165.637557
2018-08-16 03:40:54,2.048196391,2.048397059,25,993.4,43.81652959,-79.34944735,7.378988531,164.1048392
2018-08-16 03:40:57,2.048273484,2.048473599,25,993.3,43.81642249,-79.34941234,7.001348307,174.8765116
2018-08-16 03:40:59,2.047068445,2.047277189,25,993.3,43.81638233,-79.34939921,7.185899488,171.7405282
2018-08-16 03:41:02,2.047230537,2.04743812,25,993.3,43.81628193,-79.34936639,6.376843042,165.5636689
2018-08-16 03:41:03,2.050445576,2.050630138,25,993.3,43.81623777,-79.34935199,2.508425074,342.4415979
2018-08-16 03:41:06,2.050180543,2.050367003,25,993.3,43.81590658,-79.34924483,4.993987129,331.5256484
2018-08-16 03:41:07,2.04799998,2.048202054,25,993.3,43.81577838,-79.34920335,5.613164101,338.32538
2018-08-16 03:41:10,2.048025208,2.048227101,25,993.4,43.81546123,-79.34909624,7.246820366,336.279723
2018-08-16 03:41:11,2.050921332,2.051102488,25,993.4,43.81534021,-79.34905494,7.145930163,338.4715889
2018-08-16 03:41:14,2.050812688,2.050994622,25,993.4,43.81501797,-79.34894275,4.353490527,330.1577981
2018-08-16 03:41:15,2.049697221,2.049887142,25,993.4,43.81491746,-79.34890693,4.557090563,352.932803
2018-08-16 03:41:18,2.049767907,2.049957322,25,993.5,43.81463419,-79.34880599,10.04954151,20.63133432
2018-08-16 03:41:19,2.056854339,2.056993015,25,993.5,43.81456152,-79.34878395,8.220489459,41.90082855
2018-08-16 03:41:22,2.05700505,2.057142647,25,993.4,43.81438627,-79.34873394,10.99624756,55.86571372
2018-08-16 03:41:23,2.065106206,2.065185799,25,993.4,43.81433097,-79.34871789,11.21540941,64.9608728
2018-08-16 03:41:26,2.065046909,2.065126926,25,993.3,43.81418695,-79.3486759,12.54922722,71.5629506
2018-08-16 03:41:28,2.074112723,2.074127829,25,993.2,43.81412872,-79.34864705,12.47967932,67.68303352
2018-08-16 03:41:30,2.0743176,2.074331238,25,993.1,43.81398928,-79.34851584,10.56581523,68.99909369
