gps_time,ch4d,lat,lon,pressure,temp,wd_corr,ws_corr
2019-06-06 23:39:03,1.979442745,43.82239132,-79.37009137,989.2,19.76646713,5.737723069,10.56467133
2019-06-06 23:39:04,1.979190688,43.82229494,-79.37049153,989.2,19.73956929,5.039569291,11.24172284
2019-06-06 23:39:07,1.976251721,43.82226407,-79.37062563,989.2,19.7,4.652565019,11.16837668
2019-06-06 23:39:08,1.976501296,43.8221696,-79.37103712,989.2,19.67200823,8.620288057,11.82393416
2019-06-06 23:39:12,1.981259998,43.82213728,-79.37117828,989.2,19.60323239,6.21313379,12.37414085
2019-06-06 23:39:13,1.981154935,43.82204572,-79.37158306,989.3643533,19.6,12.58277268,11.58196503
2019-06-06 23:39:16,1.98635374,43.82201564,-79.37171421,989.430985,19.6,9.263655303,11.21097985
2019-06-06 23:39:17,1.986469865,43.82192763,-79.37208241,989.6519817,19.6,5.376084698,9.823915302
2019-06-06 23:39:20,1.993820482,43.82190415,-79.37217958,989.7502457,19.57373169,7.481171939,9.373731688
2019-06-06 23:39:21,1.993674373,43.82184727,-79.37242367,990.0473544,19.52806696,6.617473116,6.582526884
2019-06-06 23:39:24,1.999826982,43.8218229,-79.37253611,990.2303871,19.6,7.537195141,4.005792712
2019-06-06 23:39:25,1.999854034,43.82180297,-79.37262575,990.4125465,19.6,204.7436734,2.856321838
2019-06-06 23:39:28,2.016400038,43.82179333,-79.37266882,990.4463646,19.6,353.4054245,3.229624689
2019-06-06 23:39:30,2.016347196,43.82175378,-79.37284112,990.5,19.6,355.3602159,5.7
2019-06-06 23:39:33,2.022747972,43.82173576,-79.37291812,990.5,19.6,358.2876942,5.7
2019-06-06 23:39:34,2.022634091,43.82165628,-79.37320466,990.5,19.6,1.35406128,7.869374187
2019-06-06 23:39:37,2.042288492,43.82162741,-79.37331217,990.4862103,19.6,2.563016916,8.619962853
2019-06-06 23:39:38,2.042113137,43.82151578,-79.37382184,990.4462788,19.6,10.47881438,9.971578079
2019-06-06 23:39:41,2.376555689,43.82148646,-79.37396223,990.4801083,19.6,11.32627205,10.49309049
2019-06-06 23:39:42,2.377059251,43.82138981,-79.3743803,990.5777814,19.51125775,9.994721058,10.19006199
2019-06-06 23:39:45,3.400799658,43.82135687,-79.37452136,990.6,19.44702901,10.55891296,10.52376789
2019-06-06 23:39:46,3.401019279,43.82126188,-79.37497811,990.5758227,19.4,10.53329114,11.81664557
2019-06-06 23:39:50,3.807316682,43.82123131,-79.37512715,990.5106549,19.4,11.61744513,12.15352881
2019-06-06 23:39:51,3.806784576,43.82113561,-79.37557103,990.3557143,19.4,13.98302339,11.64760279
2019-06-06 23:39:54,3.872988418,43.8211016,-79.37571729,990.3217007,19.4,14.84853543,11.18155784
2019-06-06 23:39:55,3.873501796,43.82101688,-79.37613922,990.2226588,19.4,22.52953619,10.83966249
2019-06-06 23:39:58,2.662405688,43.82097421,-79.37642,990.1124498,19.4,23.12873655,10.5
2019-06-06 23:39:59,2.662311919,43.82092122,-79.37683613,989.9134993,19.5,26.25855337,10
2019-06-06 23:40:02,2.118876946,43.82090384,-79.37697031,989.8479685,19.5,25.14589614,10
2019-06-06 23:40:04,2.118974332,43.82084294,-79.37738746,989.6466013,19.6,22.75078142,10.44738279
2019-06-06 23:40:07,2.016524959,43.82082236,-79.37752871,989.5796199,19.6,19.44941319,10.74185138
2019-06-06 23:40:08,2.01623268,43.82077465,-79.37795573,989.3911934,19.6,18.99009599,10.60453917
2019-06-06 23:40:11,1.986657056,43.82075708,-79.37810704,989.3571914,19.6,21.63779107,10.93779107
2019-06-06 23:40:12,1.986766154,43.82070632,-79.37856502,989.2132038,19.6,17.78511842,12.11154381
2019-06-06 23:40:15,1.981191805,43.8206904,-79.37871978,989.1473494,19.6,24.32198075,12.1810849
2019-06-06 23:40:16,1.981172986,43.82061603,-79.37936254,989.1,19.6,21.8,12.60671526
2019-06-06 23:40:19,1.9783539,43.82059613,-79.37952813,989.1,19.6,22.03498097,12.91516006
2019-06-06 23:40:21,1.978646991,43.82053834,-79.38003133,989.1,19.6,22.60890161,12.69269819
2019-06-06 23:40:24,1.973792935,43.82052031,-79.38020323,989.1,19.6,26.50320192,12.62315711
2019-06-06 23:40:25,1.973210578,43.82046848,-79.38070907,989.1,19.6,23.07308201,13.52530284
2019-06-06 23:40:28,1.973224032,43.82045148,-79.38087615,989.1,19.6,21.86341066,12.90673945
2019-06-06 23:40:29,1.974020867,43.82037379,-79.38137044,989.1,19.6,23.10705329,12.75829204
2019-06-06 23:40:32,1.970429605,43.82033666,-79.38169154,989.1,19.6,23.45766699,12.10478152
2019-06-06 23:40:33,1.969819311,43.82028129,-79.38217327,989.1,19.52758619,16.04137834,11.87241381
2019-06-06 23:40:36,1.987456547,43.82026293,-79.38233386,989.1,19.5,16.42609969,11.82436746
2019-06-06 23:40:37,1.987392206,43.82021241,-79.38281626,989.0965998,19.5,14.09026431,11.43963342
2019-06-06 23:40:40,1.969976076,43.82019325,-79.38297394,989.0625978,19.5,12.36286099,11.5
2019-06-06 23:40:41,1.970232216,43.82013901,-79.3834405,989,19.4,16.07316747,10.98083391
2019-06-06 23:40:44,1.9692942,43.82012326,-79.38359207,989,19.4,15.6024207,10.64458621
2019-06-06 23:40:45,1.969744496,43.82007671,-79.38406119,988.9279904,19.4,20.22468391,11.49873562
2019-06-06 23:40:48,1.982083848,43.82004214,-79.384374,988.9,19.4,20.49261552,11.80738448
2019-06-06 23:40:49,1.981763418,43.81998398,-79.38484311,988.823613,19.4,21.3345722,13.31672861
2019-06-06 23:40:52,1.978649877,43.81996401,-79.38500456,988.755954,19.4,25.05204468,13.50260223
2019-06-06 23:40:53,1.978312043,43.81995909,-79.38549633,988.7,19.4,33.73004157,13.29958273
