gps_time,ch4d,lat,lon,pressure,temp,wd_corr,ws_corr
2021-08-09 18:23:31,2.03,43.81992667,-79.38416,993.5,30.8,135.3,2.8
2021-08-09 18:23:32,2.0317,43.81994667,-79.38410667,993.5,30.8,119.8,3.5
2021-08-09 18:23:32,2.0317,43.81994667,-79.38410667,993.5,30.8,119.8,3.5
2021-08-09 18:23:34,2.0317,43.81996667,-79.383965,993.4,30.6,147.9,4.1
2021-08-09 18:23:34,2.0317,43.81996667,-79.383965,993.4,30.6,147.9,4.1
2021-08-09 18:23:35,2.033,43.819975,-79.38387333,993.3,30.5,160.5,3.1
2021-08-09 18:23:35,2.033,43.819975,-79.38387333,993.3,30.5,160.5,3.1
2021-08-09 18:23:37,2.033,43.82,-79.38366,993.2,30.4,174.6,3.8
2021-08-09 18:23:37,2.033,43.82,-79.38366,993.2,30.4,174.6,3.8
2021-08-09 18:23:38,2.0361,43.82001333,-79.38354,993.2,30.3,185.1,3.8
2021-08-09 18:23:39,2.0361,43.820025,-79.38341,993.2,30.3,179.5,3.6
2021-08-09 18:23:40,2.0361,43.82003833,-79.383275,993.2,30.2,181.2,3.1
2021-08-09 18:23:41,2.0361,43.82005167,-79.38313167,993.1,30.2,200.3,3.9
2021-08-09 18:23:42,2.0381,43.820065,-79.38298333,993.2,30.2,182.2,2.8
2021-08-09 18:23:44,2.0381,43.8201,-79.38267167,993.1,30.2,183.6,3
2021-08-09 18:23:46,2.0381,43.82013833,-79.38235,993,30.1,201.7,2.9
2021-08-09 18:23:46,2.0381,43.82013833,-79.38235,993,30.1,201.7,2.9
2021-08-09 18:23:46,2.1476,43.82013833,-79.38235,993,30.1,201.7,2.9
2021-08-09 18:23:47,2.1476,43.82015667,-79.38218833,993,30.1,179.2,2.4
2021-08-09 18:23:49,2.1476,43.82020167,-79.38186167,993,30.1,168.8,1.7
2021-08-09 18:23:49,2.1476,43.82020167,-79.38186167,993,30.1,168.8,1.7
2021-08-09 18:23:50,2.0294,43.82022167,-79.381695,993,30.1,175.9,0.7
2021-08-09 18:23:50,2.0294,43.82022167,-79.381695,993,30.1,175.9,0.7
2021-08-09 18:23:52,2.0294,43.82026667,-79.38136167,992.9,30.1,183.7,1.9
2021-08-09 18:23:52,2.0294,43.82026667,-79.38136167,992.9,30.1,183.7,1.9
2021-08-09 18:23:52,2.0332,43.82026667,-79.38136167,992.9,30.1,183.7,1.9
2021-08-09 18:23:55,2.0332,43.82032333,-79.38084667,993,30.1,183.7,1.5
2021-08-09 18:23:57,2.0332,43.820375,-79.38050667,993.1,30.1,180.5,2.2
2021-08-09 18:23:57,2.0332,43.820375,-79.38050667,993.1,30.1,180.5,2.2
2021-08-09 18:23:57,2.1461,43.820375,-79.38050667,993.1,30.1,180.5,2.2
2021-08-09 18:23:59,2.1461,43.82041833,-79.38017167,993.1,30.1,191.2,2.4
2021-08-09 18:24:00,2.1461,43.82044167,-79.38001,993.1,30.1,201.1,2.3
2021-08-09 18:24:00,2.1461,43.82044167,-79.38001,993.1,30.1,201.1,2.3
2021-08-09 18:24:01,2.0277,43.82046167,-79.37985333,993.2,30.1,240.3,2
2021-08-09 18:24:03,2.0277,43.82049667,-79.37954667,993.2,30.1,181,1.2
2021-08-09 18:24:06,2.0277,43.82054833,-79.37905833,993.1,30.1,297.6,0.8
2021-08-09 18:24:06,2.0277,43.82054833,-79.37905833,993.1,30.1,297.6,0.8
2021-08-09 18:24:06,2.1418,43.82054833,-79.37905833,993.1,30.1,297.6,0.8
2021-08-09 18:24:08,2.1418,43.82059,-79.37872833,993,30.1,311.7,0.7
2021-08-09 18:24:11,2.1418,43.82064333,-79.37824667,993.1,30.1,224.7,2
2021-08-09 18:24:11,2.1418,43.82064333,-79.37824667,993.1,30.1,224.7,2
2021-08-09 18:24:11,2.1357,43.82064333,-79.37824667,993.1,30.1,224.7,2
2021-08-09 18:24:12,2.1357,43.82066,-79.37809,993.1,30.1,247.8,2
2021-08-09 18:24:13,2.1357,43.820675,-79.37793333,993.1,30.1,248.9,1.8
2021-08-09 18:24:14,2.1357,43.82069167,-79.37777167,993.2,30.1,214.5,1.9
2021-08-09 18:24:14,2.0217,43.82069167,-79.37777167,993.2,30.1,214.5,1.9
2021-08-09 18:24:15,2.0217,43.82071167,-79.37760833,993.2,30.2,188.4,1.2
2021-08-09 18:24:16,2.0217,43.82072833,-79.37744333,993.2,30.2,165.8,1.6
