EPOCH_TIME ALARM_STATUS INST_STATUS CavityPressure CavityTemp DasTemp EtalonTemp WarmBoxTemp species MPVPosition OutletValve solenoid_valves C2H2 CH4 H2O GPS_ABS_LAT GPS_ABS_LONG WS_PRESSURE WS_REL_HUMIDITY WS_TEMP WS_WIND_DIRECTION WS_WIND_SPEED GPS_FIT WS_WIND_LON WS_WIND_LAT WS_COS_HEADING WS_SIN_HEADING CAR_SPEED
1535641535.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 400.61677355 1.904148836 3.8917025214 43.892141 -79.496597 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641540.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 398.47203621 1.8991073741 3.897150077 43.891872 -79.496458 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641544.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 400.95747144 1.9000319811 3.8980381167 43.891686 -79.496371 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641547.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 399.46537868 1.9000319811 3.9150906451 43.891526 -79.496321 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641548.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 399.46537868 1.8956318013 3.9150906451 43.8915302698 -79.496208569 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641551.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.02455839 1.8956318013 3.9129706743 43.8914168626 -79.4961731974 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641557.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 400.15759395 1.8959868197 3.9134239913 43.891121 -79.496138 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641560.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.13840122 1.8959868197 3.9373343541 43.891045 -79.496174 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641569.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.89443827 1.8922651789 3.9396067457 43.890802972 -79.4958801661 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641570.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.89443827 1.8964836284 3.9396067457 43.890791 -79.495815 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641573.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.55485796 1.8964836284 3.9412029677 43.890755 -79.495613 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641579.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.85086518 1.8937691841 3.946355355 43.890776 -79.495277 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641582.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.42628636 1.8937691841 3.9579059286 43.89073 -79.49521 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641587.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 400.00216749 1.8921597605 3.9480784706 43.8908045646 -79.4950313307 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641591.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.35508546 1.8921597605 3.9520518344 43.890582 -79.494794 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641592.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 401.35508546 1.9011853661 3.9520518344 43.890707586 -79.4948548079 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641597.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 403.02263718 1.8970843989 3.9596832871 43.890022 -79.494489 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641601.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 405.81127348 1.8943677193 3.9673041842 43.889643 -79.494387 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641604.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 405.90656945 1.8943677193 3.9713096787 43.889218 -79.494265 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641613.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 406.81033759 1.8927225422 3.9733378591 43.887747 -79.494386 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641617.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 402.89088432 1.8932376966 3.9841178564 43.887373 -79.493742 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641632.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 412.244353 1.8946671118 3.9789527063 43.8852684014 -79.4933041558 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641636.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 413.48208553 1.8949211044 3.9737612816 43.884412 -79.493162 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641640.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 406.35829371 1.8949211044 3.9679511809 43.883957 -79.493195 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641641.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 406.35829371 1.8969017566 3.9679511809 43.8839096949 -79.4929814525 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641644.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 402.35572493 1.8969017566 3.9674445625 43.8834685553 -79.492872823 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641645.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 402.35572493 1.8958226499 3.9674445625 43.8833222911 -79.492833931 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641658.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 403.85119531 1.8952219891 3.9297223505 43.881387 -79.492438 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641659.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 403.85119531 1.8969132202 3.9297223505 43.8814760093 -79.4922772888 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1535641664.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 404.26428307 1.9020877104 3.8978592664 43.8808418345 -79.4921313599 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
