meteo_time,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-10-13 03:09:54.000000,1.80624488327,356.0,1.80624488327,16.5
2018-10-13 03:09:57.000000,1.76918612744,355.0,1.76918612744,16.9
2018-10-13 03:09:59.000000,2.41290776316,358.0,2.41290776316,16.8
2018-10-13 03:10:02.000000,2.09403901332,356.0,2.09403901332,17.2
2018-10-13 03:10:03.000000,2.61836182045,358.0,2.61836182045,17.3
2018-10-13 03:10:07.000000,3.61791491102,2.0,3.61791491102,17.1
2018-10-13 03:10:08.000000,4.61598555851,6.0,4.61598555851,16.8
2018-10-13 03:10:11.000000,3.77282594976,5.0,3.77282594976,16.6
2018-10-13 03:10:12.000000,3.38644289901,6.0,3.38644289901,16.0
2018-10-13 03:10:16.000000,1.87724745078,0.0,1.87724745078,13.6
2018-10-13 03:10:17.000000,2.4984006782,1.0,2.4984006782,12.8
2018-10-13 03:10:20.000000,2.90158338437,7.0,2.90158338437,7.9
2018-10-13 03:10:21.000000,0.753046306755,14.0,0.753046306755,6.6
2018-10-13 03:10:24.000000,2.90321874251,75.0,2.90321874251,5.7
2018-10-13 03:10:26.000000,2.28625940347,89.0,2.28625940347,6.6
2018-10-13 03:10:29.000000,1.54855584273,89.0,1.54855584273,8.4
2018-10-13 03:10:30.000000,1.3796049766,86.0,1.3796049766,8.8
2018-10-13 03:10:33.000000,1.27049062195,87.0,1.27049062195,9.4
2018-10-13 03:10:35.000000,1.05481570134,83.0,1.05481570134,8.6
2018-10-13 03:10:38.000000,2.20253697916,87.0,2.20253697916,6.8
2018-10-13 03:10:39.000000,1.76848542093,86.0,1.76848542093,6.8
2018-10-13 03:10:42.000000,0.856366582844,83.0,0.856366582844,7.1
2018-10-13 03:10:44.000000,1.41539157565,75.0,1.41539157565,4.5
2018-10-13 03:10:47.000000,2.64576534853,309.0,2.64576534853,0.8
2018-10-13 03:10:48.000000,4.84161263048,312.0,4.84161263048,1.3
2018-10-13 03:10:51.000000,1.40946725237,90.0,1.40946725237,4.8
2018-10-13 03:10:53.000000,2.89785581751,89.0,2.89785581751,6.5
2018-10-13 03:10:56.000000,1.56785541076,82.0,1.56785541076,8.2
2018-10-13 03:10:57.000000,1.66467778156,84.0,1.66467778156,8.4
2018-10-13 03:11:00.000000,1.91651213818,85.0,1.91651213818,8.6
2018-10-13 03:11:02.000000,1.82892558764,82.0,1.82892558764,9.5
2018-10-13 03:11:05.000000,1.61925100418,80.0,1.61925100418,9.1
2018-10-13 03:11:06.000000,1.8901049366,81.0,1.8901049366,8.6
2018-10-13 03:11:10.000000,2.30879577093,83.0,2.30879577093,8.3
2018-10-13 03:11:11.000000,2.15400750757,83.0,2.15400750757,8.5
2018-10-13 03:11:14.000000,2.54939176533,88.0,2.54939176533,8.4
2018-10-13 03:11:15.000000,1.84098075602,84.0,1.84098075602,8.2
2018-10-13 03:11:18.000000,1.12589755486,84.0,1.12589755486,4.8
2018-10-13 03:11:20.000000,1.56250764874,158.0,1.56250764874,1.6
2018-10-13 03:11:23.000000,3.41200728719,99.0,3.41200728719,2.4
2018-10-13 03:11:24.000000,3.61103322161,82.0,3.61103322161,3.5
2018-10-13 03:11:27.000000,2.7261043172,92.0,2.7261043172,6.8
2018-10-13 03:11:28.000000,2.15611323964,85.0,2.15611323964,7.7
2018-10-13 03:11:31.000000,1.8903773773,72.0,1.8903773773,9.1
2018-10-13 03:11:32.000000,1.99307682808,67.0,1.99307682808,9.0
2018-10-13 03:11:35.000000,1.06947430919,59.0,1.06947430919,8.8
2018-10-13 03:11:37.000000,1.90931314234,52.0,1.90931314234,9.1
2018-10-13 03:11:40.000000,1.01128299247,39.0,1.01128299247,9.6
2018-10-13 03:11:41.000000,2.07290162967,38.0,2.07290162967,9.8
2018-10-13 03:11:44.000000,1.6164383521,36.0,1.6164383521,9.2
2018-10-13 03:11:45.000000,1.47326416623,35.0,1.47326416623,8.9
2018-10-13 03:11:48.000000,1.26035568783,19.0,1.26035568783,9.2
2018-10-13 03:11:50.000000,1.02758481241,9.0,1.02758481241,9.6
2018-10-13 03:11:53.000000,0.403014204182,347.0,0.403014204182,9.9
2018-10-13 03:11:54.000000,0.188981024349,342.0,0.188981024349,9.8
2018-10-13 03:11:57.000000,0.825004785255,342.0,0.825004785255,10.2
2018-10-13 03:11:58.000000,0.992334591598,344.0,0.992334591598,10.6
2018-10-13 03:12:01.000000,1.89652557687,333.0,1.89652557687,11.0
2018-10-13 03:12:03.000000,1.11173879012,343.0,1.11173879012,10.9
2018-10-13 03:12:06.000000,1.33278367204,346.0,1.33278367204,10.9
2018-10-13 03:12:07.000000,1.01943675601,345.0,1.01943675601,10.6
2018-10-13 03:12:10.000000,0.534772322685,342.0,0.534772322685,9.8
2018-10-13 03:12:11.000000,0.44714238234,344.0,0.44714238234,9.5
2018-10-13 03:12:14.000000,0.768763214557,345.0,0.768763214557,9.4
2018-10-13 03:12:15.000000,0.756485617141,347.0,0.756485617141,8.8
2018-10-13 03:12:18.000000,1.07930518933,352.0,1.07930518933,6.8
2018-10-13 03:12:19.000000,1.97806246159,348.0,1.97806246159,5.2
2018-10-13 03:12:22.000000,2.00435989603,317.0,2.00435989603,1.7
2018-10-13 03:12:24.000000,1.27319123623,348.0,1.27319123623,2.9
2018-10-13 03:12:27.000000,3.07752458998,55.0,3.07752458998,4.6
2018-10-13 03:12:28.000000,1.13365228592,83.0,1.13365228592,5.1
2018-10-13 03:12:31.000000,2.02161696815,89.0,2.02161696815,6.7
2018-10-13 03:12:32.000000,1.69066475414,79.0,1.69066475414,7.0
2018-10-13 03:12:35.000000,0.70571426968,55.0,0.70571426968,7.6
2018-10-13 03:12:36.000000,1.11749110479,44.0,1.11749110479,7.5
2018-10-13 03:12:40.000000,1.86753574841,13.0,1.86753574841,7.9
2018-10-13 03:12:41.000000,0.659772456858,8.0,0.659772456858,8.0
2018-10-13 03:12:44.000000,1.11253420249,348.0,1.11253420249,8.4
