meteo_time,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-08-28 04:53:22.000000,5.58677996439,215.0,5.58677996439,20.0
2018-08-28 04:53:25.000000,5.19616098109,216.0,5.19616098109,21.7
2018-08-28 04:53:26.000000,4.41963602679,217.0,4.41963602679,21.4
2018-08-28 04:53:30.000000,3.84064200946,218.0,3.84064200946,21.5
2018-08-28 04:53:31.000000,3.30826152316,218.0,3.30826152316,21.1
2018-08-28 04:53:34.000000,3.4711498873,221.0,3.4711498873,21.5
2018-08-28 04:53:36.000000,2.92509076881,221.0,2.92509076881,21.1
2018-08-28 04:53:39.000000,3.3756198903,218.0,3.3756198903,21.7
2018-08-28 04:53:40.000000,2.60967801712,219.0,2.60967801712,21.1
2018-08-28 04:53:43.000000,3.35995473714,214.0,3.35995473714,21.3
2018-08-28 04:53:45.000000,3.04399780809,214.0,3.04399780809,21.0
2018-08-28 04:53:48.000000,3.3363315688,214.0,3.3363315688,21.5
2018-08-28 04:53:49.000000,2.71240287439,215.0,2.71240287439,20.8
2018-08-28 04:53:52.000000,2.87898308082,221.0,2.87898308082,21.1
2018-08-28 04:53:53.000000,3.26893586302,217.0,3.26893586302,21.3
2018-08-28 04:53:57.000000,2.14689081541,219.0,2.14689081541,19.9
2018-08-28 04:53:58.000000,2.74388328896,220.0,2.74388328896,20.4
2018-08-28 04:54:01.000000,3.14579565954,222.0,3.14579565954,20.5
2018-08-28 04:54:03.000000,2.65290437157,221.0,2.65290437157,19.7
2018-08-28 04:54:06.000000,2.73177685555,225.0,2.73177685555,19.2
2018-08-28 04:54:07.000000,3.84220908412,229.0,3.84220908412,18.8
2018-08-28 04:54:11.000000,3.49578888802,223.0,3.49578888802,19.4
2018-08-28 04:54:12.000000,3.66092347972,225.0,3.66092347972,19.0
2018-08-28 04:54:15.000000,3.60309758418,224.0,3.60309758418,19.7
2018-08-28 04:54:16.000000,3.63208237255,226.0,3.63208237255,19.6
2018-08-28 04:54:19.000000,4.21333519095,232.0,4.21333519095,19.1
2018-08-28 04:54:20.000000,3.95787128223,232.0,3.95787128223,18.8
2018-08-28 04:54:24.000000,4.15220649035,230.0,4.15220649035,19.6
2018-08-28 04:54:25.000000,3.66610774842,229.0,3.66610774842,19.2
2018-08-28 04:54:28.000000,3.39794158063,233.0,3.39794158063,17.8
2018-08-28 04:54:30.000000,3.25662896896,230.0,3.25662896896,18.3
2018-08-28 04:54:33.000000,4.44348357921,233.0,4.44348357921,19.2
2018-08-28 04:54:34.000000,4.5710194578,233.0,4.5710194578,19.4
2018-08-28 04:54:37.000000,3.82989415231,228.0,3.82989415231,19.7
2018-08-28 04:54:39.000000,3.50859670783,230.0,3.50859670783,19.1
2018-08-28 04:54:42.000000,3.00449615277,226.0,3.00449615277,19.1
2018-08-28 04:54:43.000000,3.40481884356,231.0,3.40481884356,19.1
2018-08-28 04:54:46.000000,3.84333690045,234.0,3.84333690045,18.9
