"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 00:00","2020","03","01","00:00","-7.8","","-13.0","","66","","","M","29","","5","","","M","99.28","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 01:00","2020","03","01","01:00","-7.9","","-12.8","","68","","","M","28","","7","","","M","99.33","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 02:00","2020","03","01","02:00","-8.4","","-12.9","","70","","","M","28","","4","","","M","99.38","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 03:00","2020","03","01","03:00","-11.6","","-14.4","","79","","","M","6","","7","","","M","99.42","","","","-16","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 04:00","2020","03","01","04:00","-11.0","","-13.7","","81","","","M","3","","5","","","M","99.44","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 05:00","2020","03","01","05:00","-12.4","","-14.9","","82","","","M","4","","4","","","M","99.46","","","","-15","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 06:00","2020","03","01","06:00","-13.2","","-15.3","","84","","","M","34","","4","","","M","99.47","","","","-16","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 07:00","2020","03","01","07:00","-14.2","","-16.3","","84","","","M","34","","5","","","M","99.48","","","","-18","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 08:00","2020","03","01","08:00","-13.7","","-15.7","","85","","","M","0","","1","","","M","99.45","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 09:00","2020","03","01","09:00","-13.2","","-15.2","","85","","","M","30","","3","","","M","99.46","","","","-15","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 10:00","2020","03","01","10:00","-11.2","","-13.1","","86","","","M","25","","4","","","M","99.52","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01 11:00","2020","03","01","11:00","-10.7","","-12.5","","86","","","M","17","","4","","","M","99.55","","","","-13","","NA"
