"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 00:00","2019","06","01","00:00","17.5","","8.0","","53","","","M","14","","9","","","M","98.53","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 01:00","2019","06","01","01:00","16.2","","8.9","","62","","","M","13","","6","","","M","98.58","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 02:00","2019","06","01","02:00","14.2","","7.7","","65","","","M","13","","9","","","M","98.55","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 03:00","2019","06","01","03:00","11.8","","6.5","","70","","","M","11","","6","","","M","98.52","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 04:00","2019","06","01","04:00","11.3","","5.8","","68","","","M","11","","7","","","M","98.47","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 05:00","2019","06","01","05:00","11.4","","5.9","","69","","","M","8","","8","","","M","98.45","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 06:00","2019","06","01","06:00","11.0","","7.2","","77","","","M","2","","14","","","M","98.48","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 07:00","2019","06","01","07:00","11.6","","7.9","","78","","","M","13","","9","","","M","98.38","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 08:00","2019","06","01","08:00","11.5","","7.8","","78","","","M","12","","9","","","M","98.38","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 09:00","2019","06","01","09:00","11.2","","7.6","","79","","","M","9","","8","","","M","98.38","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-06-01 10:00","2019","06","01","10:00","10.8","","7.8","","81","","","M","10","","4","","","M","98.38","","","","","","NA"
