"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 00:00","2020","01","01","00:00","-0.3","","-4.0","","76","","","M","26","","18","","","M","97.62","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 01:00","2020","01","01","01:00","-0.3","","-4.0","","76","","","M","25","","21","","","M","97.66","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 02:00","2020","01","01","02:00","-0.5","","-4.3","","75","","","M","24","","16","","","M","97.69","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 03:00","2020","01","01","03:00","-0.8","","-4.5","","76","","","M","25","","21","","","M","97.73","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 04:00","2020","01","01","04:00","-1.0","","-4.8","","76","","","M","25","","17","","","M","97.74","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 05:00","2020","01","01","05:00","-0.9","","-4.7","","76","","","M","26","","14","","","M","97.76","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 06:00","2020","01","01","06:00","-0.8","","-5.7","","69","","","M","26","","18","","","M","97.78","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 07:00","2020","01","01","07:00","-1.0","","-6.6","","66","","","M","25","","22","","","M","97.81","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 08:00","2020","01","01","08:00","-1.4","","-5.7","","73","","","M","25","","16","","","M","97.85","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 09:00","2020","01","01","09:00","-2.3","","-3.9","","89","","","M","24","","14","","","M","97.89","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 10:00","2020","01","01","10:00","-1.9","","-4.8","","80","","","M","25","","16","","","M","97.90","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 11:00","2020","01","01","11:00","-2.0","","-4.2","","85","","","M","25","","18","","","M","97.92","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 12:00","2020","01","01","12:00","-2.0","","-4.2","","85","","","M","25","","18","","","M","97.98","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 13:00","2020","01","01","13:00","-1.3","","-5.1","","76","","","M","26","","14","","","M","98.04","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 14:00","2020","01","01","14:00","-1.2","","-5.3","","74","","","M","25","","18","","","M","98.12","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 15:00","2020","01","01","15:00","-0.5","","-5.2","","71","","","M","26","","14","","","M","98.20","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 16:00","2020","01","01","16:00","-0.6","","-4.8","","73","","","M","25","","18","","","M","98.23","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 17:00","2020","01","01","17:00","-0.5","","-4.8","","73","","","M","26","","18","","","M","98.22","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 18:00","2020","01","01","18:00","-0.5","","-5.5","","69","","","M","27","","21","","","M","98.19","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 19:00","2020","01","01","19:00","-0.9","","-5.8","","70","","","M","26","","20","","","M","98.20","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 20:00","2020","01","01","20:00","-1.5","","-7.0","","66","","","M","24","","19","","","M","98.25","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 21:00","2020","01","01","21:00","-1.9","","-7.8","","64","","","M","26","","18","","","M","98.33","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-01 22:00","2020","01","01","22:00","-1.9","","-7.4","","66","","","M","25","","15","","","M","98.41","","","","-7","","NA"
