"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 16:00","2019","12","01","16:00","-4.7","","-7.2","","83","","","M","9","","29","","","M","97.96","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 17:00","2019","12","01","17:00","-4.5","","-6.1","","89","","","M","9","","26","","","M","97.83","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 18:00","2019","12","01","18:00","-3.9","","-5.3","","90","","","M","8","","30","","","M","97.72","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 19:00","2019","12","01","19:00","-3.5","","-4.9","","90","","","M","9","","27","","","M","97.64","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 20:00","2019","12","01","20:00","-2.9","","-4.4","","90","","","M","9","","27","","","M","97.64","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 21:00","2019","12","01","21:00","-3.2","","-4.5","","91","","","M","8","","27","","","M","97.66","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 22:00","2019","12","01","22:00","-3.5","","-4.9","","90","","","M","8","","24","","","M","97.75","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-01 23:00","2019","12","01","23:00","-3.5","","-4.8","","90","","","M","9","","21","","","M","97.80","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 00:00","2019","12","02","00:00","-3.4","","-4.6","","91","","","M","7","","19","","","M","97.82","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 01:00","2019","12","02","01:00","-3.2","","-4.5","","90","","","M","8","","18","","","M","97.82","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 02:00","2019","12","02","02:00","-3.0","","-4.3","","91","","","M","6","","21","","","M","97.86","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 03:00","2019","12","02","03:00","-3.0","","-4.0","","93","","","M","3","","15","","","M","97.86","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 04:00","2019","12","02","04:00","-3.0","","-4.8","","88","","","M","5","","18","","","M","97.87","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 05:00","2019","12","02","05:00","-3.0","","-5.0","","86","","","M","5","","21","","","M","97.92","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 06:00","2019","12","02","06:00","-3.3","","-5.3","","86","","","M","3","","17","","","M","97.93","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 07:00","2019","12","02","07:00","-3.4","","-5.7","","84","","","M","4","","17","","","M","98.02","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 08:00","2019","12","02","08:00","-4.3","","-5.7","","90","","","M","2","","18","","","M","98.05","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 09:00","2019","12","02","09:00","-4.5","","-6.0","","89","","","M","3","","18","","","M","98.09","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 10:00","2019","12","02","10:00","-4.6","","-5.9","","91","","","M","3","","15","","","M","98.13","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 11:00","2019","12","02","11:00","-4.4","","-5.9","","90","","","M","3","","24","","","M","98.21","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 12:00","2019","12","02","12:00","-4.1","","-6.0","","87","","","M","3","","16","","","M","98.26","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 13:00","2019","12","02","13:00","-3.8","","-5.3","","89","","","M","4","","15","","","M","98.32","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 14:00","2019","12","02","14:00","-3.8","","-5.7","","86","","","M","2","","16","","","M","98.41","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 15:00","2019","12","02","15:00","-3.5","","-5.7","","85","","","M","2","","16","","","M","98.51","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 16:00","2019","12","02","16:00","-2.8","","-5.2","","83","","","M","3","","15","","","M","98.54","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 17:00","2019","12","02","17:00","-2.4","","-4.8","","83","","","M","1","","14","","","M","98.55","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 18:00","2019","12","02","18:00","-2.2","","-4.6","","84","","","M","2","","14","","","M","98.56","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 19:00","2019","12","02","19:00","-2.1","","-4.7","","82","","","M","2","","15","","","M","98.56","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 20:00","2019","12","02","20:00","-1.5","","-4.5","","80","","","M","2","","17","","","M","98.60","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 21:00","2019","12","02","21:00","-1.4","","-6.0","","71","","","M","1","","10","","","M","98.65","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 22:00","2019","12","02","22:00","-2.1","","-7.5","","67","","","M","1","","11","","","M","98.73","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-02 23:00","2019","12","02","23:00","-2.2","","-7.6","","66","","","M","35","","7","","","M","98.79","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 00:00","2019","12","03","00:00","-2.1","","-7.5","","67","","","M","35","","9","","","M","98.82","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 01:00","2019","12","03","01:00","-2.2","","-7.2","","69","","","M","34","","7","","","M","98.82","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 02:00","2019","12","03","02:00","-2.9","","-8.3","","66","","","M","35","","13","","","M","98.86","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 03:00","2019","12","03","03:00","-4.6","","-8.9","","72","","","M","35","","5","","","M","98.87","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 04:00","2019","12","03","04:00","-5.5","","-10.1","","70","","","M","35","","5","","","M","98.84","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 05:00","2019","12","03","05:00","-6.7","","-10.7","","74","","","M","33","","5","","","M","98.81","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 06:00","2019","12","03","06:00","-9.1","","-12.5","","76","","","M","33","","7","","","M","98.79","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 07:00","2019","12","03","07:00","-8.3","","-11.2","","79","","","M","34","","7","","","M","98.75","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 08:00","2019","12","03","08:00","-8.6","","-11.2","","82","","","M","33","","8","","","M","98.75","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 09:00","2019","12","03","09:00","-9.2","","-11.3","","85","","","M","5","","4","","","M","98.70","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 10:00","2019","12","03","10:00","-9.7","","-11.6","","87","","","M","6","","4","","","M","98.60","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 11:00","2019","12","03","11:00","-9.3","","-11.1","","87","","","M","30","","4","","","M","98.58","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 12:00","2019","12","03","12:00","-10.2","","-12.1","","86","","","M","2","","3","","","M","98.56","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 13:00","2019","12","03","13:00","-10.6","","-11.9","","90","","","M","9","","5","","","M","98.48","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 14:00","2019","12","03","14:00","-8.7","","-10.6","","86","","","M","3","","1","","","M","98.46","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 15:00","2019","12","03","15:00","-4.9","","-9.4","","71","","","M","18","","3","","","M","98.44","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 16:00","2019","12","03","16:00","-1.8","","-7.8","","64","","","M","25","","6","","","M","98.40","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 17:00","2019","12","03","17:00","0.6","","-5.6","","63","","","M","21","","6","","","M","98.26","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 18:00","2019","12","03","18:00","0.3","","-4.9","","69","","","M","21","","11","","","M","98.13","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 19:00","2019","12","03","19:00","0.6","","-4.4","","69","","","M","21","","10","","","M","98.11","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 20:00","2019","12","03","20:00","0.9","","-3.6","","72","","","M","24","","16","","","M","98.08","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 21:00","2019","12","03","21:00","0.4","","-3.6","","74","","","M","25","","12","","","M","98.00","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 22:00","2019","12","03","22:00","0.0","","-3.5","","77","","","M","26","","13","","","M","97.92","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-03 23:00","2019","12","03","23:00","-0.3","","-3.2","","81","","","M","27","","8","","","M","97.90","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 00:00","2019","12","04","00:00","-1.1","","-2.5","","90","","","M","26","","8","","","M","97.88","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 01:00","2019","12","04","01:00","-1.2","","-2.3","","92","","","M","24","","4","","","M","97.79","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 02:00","2019","12","04","02:00","-1.2","","-2.2","","92","","","M","21","","5","","","M","97.70","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 03:00","2019","12","04","03:00","-0.9","","-2.0","","92","","","M","20","","5","","","M","97.65","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 04:00","2019","12","04","04:00","-0.8","","-1.5","","95","","","M","19","","7","","","M","97.58","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 05:00","2019","12","04","05:00","-0.7","","-1.9","","92","","","M","21","","8","","","M","97.53","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 06:00","2019","12","04","06:00","-0.5","","-2.4","","87","","","M","23","","9","","","M","97.44","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 07:00","2019","12","04","07:00","-0.5","","-2.2","","88","","","M","22","","12","","","M","97.38","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 08:00","2019","12","04","08:00","-0.3","","-2.0","","88","","","M","21","","14","","","M","97.36","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 09:00","2019","12","04","09:00","-0.4","","-1.6","","92","","","M","21","","9","","","M","97.29","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 10:00","2019","12","04","10:00","-0.2","","-1.1","","94","","","M","22","","9","","","M","97.26","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 11:00","2019","12","04","11:00","0.1","","-0.7","","94","","","M","22","","10","","","M","97.23","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 12:00","2019","12","04","12:00","0.3","","-0.4","","95","","","M","21","","10","","","M","97.22","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 13:00","2019","12","04","13:00","0.4","","-0.3","","95","","","M","21","","11","","","M","97.20","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 14:00","2019","12","04","14:00","0.7","","-0.2","","93","","","M","22","","10","","","M","97.19","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 15:00","2019","12","04","15:00","1.4","","-0.2","","89","","","M","23","","10","","","M","97.17","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 16:00","2019","12","04","16:00","1.8","","0.0","","87","","","M","22","","10","","","M","97.16","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 17:00","2019","12","04","17:00","2.3","","-0.6","","81","","","M","25","","16","","","M","97.13","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 18:00","2019","12","04","18:00","2.6","","-1.4","","75","","","M","26","","10","","","M","97.09","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 19:00","2019","12","04","19:00","1.8","","-0.9","","82","","","M","26","","14","","","M","97.11","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 20:00","2019","12","04","20:00","1.4","","-0.3","","89","","","M","25","","9","","","M","97.16","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 21:00","2019","12","04","21:00","1.6","","-0.5","","86","","","M","26","","12","","","M","97.21","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 22:00","2019","12","04","22:00","1.6","","-0.6","","86","","","M","25","","8","","","M","97.28","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-04 23:00","2019","12","04","23:00","1.5","","-0.5","","87","","","M","25","","10","","","M","97.34","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 00:00","2019","12","05","00:00","1.3","","-0.4","","88","","","M","28","","10","","","M","97.40","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 01:00","2019","12","05","01:00","1.2","","-0.5","","88","","","M","27","","9","","","M","97.46","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 02:00","2019","12","05","02:00","1.3","","-1.0","","85","","","M","27","","13","","","M","97.50","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 03:00","2019","12","05","03:00","1.2","","-1.6","","82","","","M","28","","17","","","M","97.54","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 04:00","2019","12","05","04:00","0.8","","-2.7","","78","","","M","29","","17","","","M","97.62","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 05:00","2019","12","05","05:00","0.4","","-3.3","","77","","","M","30","","13","","","M","97.69","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 06:00","2019","12","05","06:00","-0.2","","-3.7","","77","","","M","29","","14","","","M","97.77","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 07:00","2019","12","05","07:00","-0.1","","-5.2","","69","","","M","29","","20","","","M","97.84","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 08:00","2019","12","05","08:00","-0.3","","-5.8","","67","","","M","31","","16","","","M","97.96","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 09:00","2019","12","05","09:00","-1.5","","-5.3","","75","","","M","36","","22","","","M","98.06","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 10:00","2019","12","05","10:00","-1.8","","-4.9","","79","","","M","30","","9","","","M","98.16","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 11:00","2019","12","05","11:00","-1.5","","-4.5","","80","","","M","28","","5","","","M","98.23","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 12:00","2019","12","05","12:00","-1.7","","-5.1","","77","","","M","34","","17","","","M","98.35","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 13:00","2019","12","05","13:00","-1.8","","-4.7","","80","","","M","28","","7","","","M","98.42","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 14:00","2019","12","05","14:00","-1.7","","-4.7","","80","","","M","33","","10","","","M","98.52","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 15:00","2019","12","05","15:00","-2.0","","-3.5","","90","","","M","24","","4","","","M","98.63","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 16:00","2019","12","05","16:00","-1.5","","-5.1","","76","","","M","27","","17","","","M","98.68","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 17:00","2019","12","05","17:00","-1.1","","-5.7","","71","","","M","30","","19","","","M","98.74","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 18:00","2019","12","05","18:00","-0.4","","-7.4","","60","","","M","30","","17","","","M","98.79","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 19:00","2019","12","05","19:00","-0.4","","-8.0","","57","","","M","29","","23","","","M","98.85","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 20:00","2019","12","05","20:00","-0.7","","-8.7","","55","","","M","32","","35","","","M","98.96","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 21:00","2019","12","05","21:00","-1.2","","-8.6","","57","","","M","32","","13","","","M","99.06","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 22:00","2019","12","05","22:00","-1.6","","-8.2","","61","","","M","30","","9","","","M","99.14","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-05 23:00","2019","12","05","23:00","-2.3","","-8.2","","64","","","M","28","","5","","","M","99.24","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 00:00","2019","12","06","00:00","-2.5","","-7.9","","67","","","M","28","","8","","","M","99.31","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 01:00","2019","12","06","01:00","-2.3","","-7.3","","69","","","M","24","","7","","","M","99.34","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 02:00","2019","12","06","02:00","-2.1","","-7.0","","69","","","M","25","","6","","","M","99.33","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 03:00","2019","12","06","03:00","-1.4","","-6.5","","68","","","M","25","","8","","","M","99.35","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 04:00","2019","12","06","04:00","-1.2","","-5.6","","72","","","M","22","","5","","","M","99.33","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 05:00","2019","12","06","05:00","-0.8","","-4.8","","74","","","M","23","","7","","","M","99.32","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 06:00","2019","12","06","06:00","-1.0","","-4.5","","77","","","M","20","","6","","","M","99.26","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 07:00","2019","12","06","07:00","-0.9","","-5.0","","74","","","M","22","","4","","","M","99.21","","","","-2","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 08:00","2019","12","06","08:00","-1.2","","-4.4","","79","","","M","18","","7","","","M","99.18","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 09:00","2019","12","06","09:00","-1.7","","-3.5","","87","","","M","16","","3","","","M","99.09","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 10:00","2019","12","06","10:00","-1.7","","-3.1","","90","","","M","13","","4","","","M","98.97","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 11:00","2019","12","06","11:00","-1.9","","-2.8","","94","","","M","4","","9","","","M","98.95","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 12:00","2019","12","06","12:00","-2.0","","-2.7","","95","","","M","3","","11","","","M","98.91","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 13:00","2019","12","06","13:00","-1.8","","-2.4","","96","","","M","3","","12","","","M","98.86","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 14:00","2019","12","06","14:00","-1.6","","-2.2","","95","","","M","1","","13","","","M","98.91","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 15:00","2019","12","06","15:00","-1.4","","-2.6","","91","","","M","36","","17","","","M","98.97","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 16:00","2019","12","06","16:00","-1.8","","-3.7","","87","","","M","36","","21","","","M","99.06","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 17:00","2019","12","06","17:00","-1.4","","-4.6","","79","","","M","36","","21","","","M","99.12","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 18:00","2019","12","06","18:00","-0.6","","-4.6","","74","","","M","33","","16","","","M","99.17","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 19:00","2019","12","06","19:00","-1.6","","-6.2","","71","","","M","32","","32","","","M","99.29","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 20:00","2019","12","06","20:00","-1.6","","-7.0","","66","","","M","31","","14","","","M","99.40","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 21:00","2019","12","06","21:00","-2.4","","-7.8","","66","","","M","32","","17","","","M","99.53","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 22:00","2019","12","06","22:00","-3.2","","-8.0","","70","","","M","33","","8","","","M","99.60","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2019-12-06 23:00","2019","12","06","23:00","-4.0","","-7.8","","75","","","M","28","","6","","","M","99.68","","","","-7","","NA"
