"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 00:00","2018","12","01","00:00","1.0","","-1.0","","87","","","M","5","","5","","","M","99.53","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 01:00","2018","12","01","01:00","0.9","","-1.1","","87","","","M","5","","4","","","M","99.56","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 02:00","2018","12","01","02:00","1.3","","-1.8","","80","","","M","20","","6","","","M","99.60","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 03:00","2018","12","01","03:00","1.5","","-2.0","","78","","","M","20","","4","","","M","99.65","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 04:00","2018","12","01","04:00","1.6","","-1.8","","78","","","M","27","","7","","","M","99.70","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 05:00","2018","12","01","05:00","1.3","","-1.6","","81","","","M","25","","3","","","M","99.73","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 06:00","2018","12","01","06:00","0.9","","-2.0","","81","","","M","32","","5","","","M","99.67","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 07:00","2018","12","01","07:00","0.8","","-1.9","","82","","","M","28","","6","","","M","99.70","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 08:00","2018","12","01","08:00","0.5","","-2.1","","83","","","M","34","","3","","","M","99.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 09:00","2018","12","01","09:00","0.3","","-2.2","","84","","","M","21","","1","","","M","99.76","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 10:00","2018","12","01","10:00","0.3","","-2.2","","83","","","M","17","","4","","","M","99.78","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 11:00","2018","12","01","11:00","0.1","","-2.4","","83","","","M","34","","5","","","M","99.79","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 12:00","2018","12","01","12:00","-0.1","","-2.3","","86","","","M","33","","4","","","M","99.77","","","","-1","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2018-12-01 13:00","2018","12","01","13:00","0.3","","-1.7","","87","","","M","7","","7","","","M","99.72","","","","","","NA"
