"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 00:00","2021","08","01","00:00","16.6","","14.2","","86","","","M","12","","10","","","M","98.92","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 01:00","2021","08","01","01:00","16.2","","14.3","","89","","","M","8","","7","","","M","98.91","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 02:00","2021","08","01","02:00","16.5","","15.0","","91","","","M","12","","8","","","M","98.88","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 03:00","2021","08","01","03:00","16.7","","15.2","","91","","","M","8","","4","","","M","98.80","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 04:00","2021","08","01","04:00","16.5","","15.7","","95","","","M","30","","7","","","M","98.76","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 05:00","2021","08","01","05:00","16.6","","16.1","","96","","","M","3","","3","","","M","98.71","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 06:00","2021","08","01","06:00","16.1","","15.8","","98","","","M","5","","4","","","M","98.63","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 07:00","2021","08","01","07:00","15.7","","15.4","","98","","","M","36","","3","","","M","98.59","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 08:00","2021","08","01","08:00","15.0","","14.8","","98","","","M","31","","5","","","M","98.59","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 09:00","2021","08","01","09:00","15.6","","14.6","","94","","","M","30","","9","","","M","98.61","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 10:00","2021","08","01","10:00","15.2","","13.8","","91","","","M","29","","8","","","M","98.61","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 11:00","2021","08","01","11:00","15.4","","14.0","","91","","","M","31","","9","","","M","98.62","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 12:00","2021","08","01","12:00","16.1","","14.5","","90","","","M","30","","19","","","M","98.67","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 13:00","2021","08","01","13:00","16.8","","14.4","","86","","","M","33","","18","","","M","98.64","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 14:00","2021","08","01","14:00","18.4","","14.5","","78","","","M","30","","22","","","M","98.68","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 15:00","2021","08","01","15:00","17.3","","14.3","","83","","","M","29","","23","","","M","98.74","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 16:00","2021","08","01","16:00","17.9","","14.1","","78","","","M","31","","18","","","M","98.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 17:00","2021","08","01","17:00","17.6","","14.1","","80","","","M","33","","18","","","M","98.75","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 18:00","2021","08","01","18:00","18.6","","14.0","","74","","","M","32","","20","","","M","98.76","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 19:00","2021","08","01","19:00","19.2","","14.3","","73","","","M","34","","14","","","M","98.75","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 20:00","2021","08","01","20:00","18.9","","14.0","","73","","","M","32","","21","","","M","98.79","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 21:00","2021","08","01","21:00","18.7","","14.3","","75","","","M","32","","25","","","M","98.80","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-08-01 22:00","2021","08","01","22:00","18.7","","14.8","","78","","","M","32","","24","","","M","98.85","","","","","","NA"
