x,y
1250.1459776180563,3465.9703371301293
1287.0473416517007,3464.589143720353
1323.9487056853447,3463.2079503105765
1360.850069718989,3461.8267569008003
1397.7514337526331,3460.445563491024
1434.6527977862775,3459.064370081248
1471.5541618199215,3457.6831766714713
1508.4555258535659,3456.301983261695
1545.35688988721,3454.920789851919
1582.2582539208543,3453.5395964421423
1619.1596179544983,3452.158403032366
1656.0609819881427,3450.77720962259
1692.9623460217867,3449.3960162128137
1729.863710055431,3448.014822803037
1766.7650740890754,3446.633629393261
1803.6664381227195,3445.2524359834847
1840.5678021563635,3443.8712425737085
1877.4691661900079,3442.490049163932
1914.3705302236522,3441.1088557541557
1951.2718942572963,3439.7276623443795
1988.1732582909403,3438.346468934603
2025.0746223245847,3436.9652755248267
2061.975986358229,3435.5840821150505
2098.877350391873,3434.2028887052743
2135.778714425517,3432.8216952954976
2172.6800784591615,3431.4405018857215
2209.5814424928058,3430.0593084759453
2246.48280652645,3428.6781150661686
2283.3841705600944,3427.2969216563924
2320.2855345937382,3425.9157282466163
2357.1868986273826,3424.53453483684
2394.0882626610264,3423.1533414270634
2430.9896266946707,3421.7721480172872
2467.890990728315,3420.390954607511
2504.7923547619594,3419.0097611977344
2541.6937187956037,3417.628567787958
2578.595082829248,3416.247374378182
2615.4964468628923,3414.866180968406
2652.397810896536,3413.484987558629
2689.2991749301805,3412.103794148853
2726.2005389638243,3410.722600739077
2763.1019029974686,3409.3414073293006
2800.003267031113,3407.960213919524
2836.9046310647573,3406.579020509748
2873.8059950984016,3405.1978270999716
2910.707359132046,3403.816633690195
2947.6087231656898,3402.435440280419
2984.510087199334,3401.0542468706426
3021.4114512329784,3399.6730534608664
3058.3128152666222,3398.2918600510898
3095.2141793002666,3396.9106666413136
3132.115543333911,3395.5294732315374
3169.016907367555,3394.1482798217608
3205.9182714011995,3392.7670864119846
3242.819635434844,3391.3858930022084
3279.7209994684877,3390.004699592432
3316.622363502132,3388.6235061826555
3353.5237275357763,3387.2423127728794
3390.42509156942,3385.861119363103
3427.3264556030645,3384.4799259533265
3464.227819636709,3383.0987325435503
3501.129183670353,3381.717539133774
3538.030547703997,3380.336345723998
3574.9319117376413,3378.9551523142213
3611.8332757712856,3377.573958904445
3648.73463980493,3376.192765494669
3685.636003838574,3374.8115720848928
3722.537367872218,3373.430378675116
3759.4387319058624,3372.04918526534
3796.3400959395067,3370.6679918555637
3833.241459973151,3369.286798445787
3870.142824006795,3367.905605036011
3907.044188040439,3366.5244116262347
3943.9455520740835,3365.1432182164585
3980.846916107728,3363.762024806682
4017.7482801413717,3362.3808313969057
4054.649644175016,3360.9996379871295
4091.5510082086603,3359.618444577353
4128.452372242305,3358.2372511675767
4165.353736275949,3356.8560577578005
4202.255100309592,3355.4748643480243
4239.1564643432375,3354.0936709382477
4276.057828376881,3352.7124775284715
4312.959192410526,3351.3312841186953
4349.86055644417,3349.9500907089187
4386.761920477814,3348.5688972991425
4423.663284511458,3347.1877038893663
4460.5646485451025,3345.80651047959
4497.466012578747,3344.4253170698134
4534.36737661239,3343.0441236600373
4571.268740646035,3341.662930250261
4608.170104679679,3340.281736840485
4645.071468713323,3338.9005434307082
4681.9728327469675,3337.519350020932
4718.874196780612,3336.138156611156
4755.775560814256,3334.756963201379
4792.6769248479,3333.375769791603
4829.578288881545,3331.994576381827
4866.479652915188,3330.6133829720507
4903.381016948833,3329.232189562274
4940.282380982477,3327.850996152498
