x,y
2989.548661769193,684.7024490460753
2990.6397968657784,711.9659787110705
2991.730931962364,739.2295083760656
2992.8220670589494,766.4930380410608
2993.913202155535,793.7565677060559
2995.0043372521204,821.0200973710511
2996.095472348706,848.2836270360463
2997.1866074452914,875.5471567010413
2998.277742541877,902.8106863660365
2999.3688776384624,930.0742160310317
3000.460012735048,957.3377456960268
3001.5511478316334,984.601275361022
3002.642282928219,1011.8648050260172
3003.7334180248045,1039.1283346910122
3004.82455312139,1066.3918643560073
3005.9156882179755,1093.6553940210026
3007.006823314561,1120.9189236859977
3008.0979584111465,1148.1824533509928
3009.189093507732,1175.445983015988
3010.2802286043175,1202.7095126809832
3011.371363700903,1229.9730423459782
3012.4624987974885,1257.2365720109733
3013.553633894074,1284.5001016759686
3014.6447689906595,1311.7636313409637
3015.735904087245,1339.027161005959
3016.8270391838305,1366.290690670954
3017.9181742804158,1393.5542203359491
3019.0093093770015,1420.8177500009442
3020.100444473587,1448.0812796659395
3021.1915795701725,1475.3448093309346
3022.282714666758,1502.60833899593
3023.3738497633435,1529.871868660925
3024.464984859929,1557.13539832592
3025.5561199565145,1584.3989279909151
3026.6472550531,1611.6624576559102
3027.7383901496855,1638.9259873209055
3028.829525246271,1666.1895169859006
3029.9206603428565,1693.4530466508959
3031.011795439442,1720.716576315891
3032.1029305360275,1747.980105980886
3033.194065632613,1775.243635645881
3034.2852007291986,1802.5071653108764
3035.376335825784,1829.7706949758715
3036.4674709223696,1857.0342246408666
3037.558606018955,1884.2977543058619
3038.6497411155406,1911.561283970857
3039.740876212126,1938.824813635852
3040.8320113087116,1966.0883433008473
3041.923146405297,1993.3518729658424
3043.0142815018826,2020.6154026308375
3044.105416598468,2047.8789322958328
3045.196551695053,2075.142461960828
3046.287686791639,2102.405991625823
3047.378821888224,2129.669521290818
3048.46995698481,2156.933050955813
3049.561092081395,2184.196580620808
3050.652227177981,2211.4601102858037
3051.743362274566,2238.7236399507988
3052.834497371152,2265.987169615794
3053.925632467737,2293.250699280789
3055.016767564323,2320.5142289457845
3056.107902660908,2347.7777586107795
3057.199037757494,2375.0412882757746
3058.290172854079,2402.3048179407697
3059.381307950665,2429.5683476057648
3060.47244304725,2456.83187727076
3061.563578143836,2484.095406935755
3062.654713240421,2511.35893660075
3063.745848337007,2538.622466265745
3064.836983433592,2565.8859959307406
3065.928118530178,2593.1495255957357
3067.019253626763,2620.4130552607307
3068.110388723349,2647.676584925726
3069.201523819934,2674.9401145907214
3070.29265891652,2702.2036442557164
3071.383794013105,2729.4671739207115
3072.4749291096905,2756.7307035857066
3073.566064206276,2783.9942332507017
3074.6571993028615,2811.2577629156967
3075.7483343994472,2838.521292580692
3076.8394694960325,2865.784822245687
3077.9306045926182,2893.0483519106824
3079.0217396892035,2920.3118815756775
3080.1128747857892,2947.5754112406726
3081.2040098823745,2974.8389409056676
3082.2951449789603,3002.1024705706627
3083.3862800755455,3029.366000235658
3084.4774151721313,3056.6295299006533
3085.5685502687165,3083.8930595656484
3086.6596853653023,3111.1565892306435
3087.7508204618875,3138.4201188956386
3088.8419555584733,3165.6836485606336
3089.9330906550585,3192.9471782256287
3091.0242257516443,3220.2107078906242
3092.1153608482296,3247.4742375556193
3093.2064959448153,3274.7377672206144
3094.2976310414006,3302.0012968856095
3095.3887661379863,3329.2648265506045
3096.4799012345716,3356.5283562155996
3097.5710363311573,3383.7918858805947
3098.6621714277426,3411.05541554559
