x,y
4840.973638988333,608.0256010172889
4841.966726408275,635.2238549686409
4842.959813828215,662.4221089199931
4843.952901248157,689.6203628713452
4844.945988668099,716.8186168226972
4845.93907608804,744.0168707740493
4846.932163507981,771.2151247254014
4847.925250927923,798.4133786767535
4848.918338347864,825.6116326281056
4849.911425767806,852.8098865794577
4850.904513187747,880.0081405308098
4851.897600607688,907.2063944821618
4852.89068802763,934.404648433514
4853.883775447572,961.602902384866
4854.876862867513,988.8011563362181
4855.869950287454,1015.9994102875702
4856.863037707396,1043.1976642389222
4857.856125127338,1070.3959181902744
4858.8492125472785,1097.5941721416266
4859.84229996722,1124.7924260929785
4860.835387387162,1151.9906800443307
4861.828474807103,1179.1889339956829
4862.8215622270445,1206.3871879470348
4863.814649646986,1233.5854418983868
4864.807737066927,1260.7836958497392
4865.800824486869,1287.981949801091
4866.7939119068105,1315.180203752443
4867.786999326751,1342.3784577037954
4868.780086746693,1369.5767116551474
4869.773174166635,1396.7749656064993
4870.766261586576,1423.9732195578515
4871.759349006517,1451.1714735092037
4872.752436426459,1478.3697274605556
4873.7455238464,1505.5679814119078
4874.738611266342,1532.76623536326
4875.731698686283,1559.964489314612
4876.724786106224,1587.162743265964
4877.717873526166,1614.3609972173163
4878.710960946108,1641.5592511686682
4879.704048366049,1668.7575051200204
4880.69713578599,1695.9557590713725
4881.690223205932,1723.1540130227245
4882.683310625874,1750.3522669740767
4883.6763980458145,1777.5505209254288
4884.669485465756,1804.7487748767808
4885.662572885698,1831.947028828133
4886.655660305639,1859.145282779485
4887.6487477255805,1886.343536730837
4888.641835145522,1913.5417906821892
4889.634922565463,1940.7400446335412
4890.628009985405,1967.9382985848933
4891.6210974053465,1995.1365525362455
4892.614184825287,2022.3348064875975
4893.607272245229,2049.5330604389496
4894.600359665171,2076.731314390302
4895.593447085112,2103.929568341654
4896.586534505053,2131.127822293006
4897.579621924995,2158.326076244358
4898.572709344936,2185.52433019571
4899.565796764878,2212.722584147062
4900.558884184819,2239.920838098414
4901.55197160476,2267.1190920497666
4902.545059024702,2294.3173460011185
4903.538146444644,2321.5155999524704
4904.531233864585,2348.7138539038224
4905.524321284526,2375.912107855175
4906.517408704468,2403.1103618065267
4907.51049612441,2430.308615757879
4908.5035835443505,2457.506869709231
4909.496670964292,2484.705123660583
4910.489758384234,2511.903377611935
4911.482845804175,2539.101631563287
4912.4759332241165,2566.2998855146393
4913.469020644058,2593.4981394659917
4914.462108063999,2620.6963934173436
4915.455195483941,2647.8946473686956
4916.4482829038825,2675.0929013200475
4917.441370323823,2702.2911552714
4918.434457743765,2729.489409222752
4919.427545163707,2756.687663174104
4920.420632583648,2783.885917125456
4921.413720003589,2811.084171076808
4922.406807423531,2838.28242502816
4923.399894843472,2865.4806789795125
4924.392982263414,2892.6789329308644
4925.386069683355,2919.8771868822164
4926.379157103296,2947.075440833569
4927.372244523238,2974.2736947849207
4928.36533194318,3001.4719487362727
4929.358419363121,3028.670202687625
4930.351506783062,3055.868456638977
4931.344594203004,3083.066710590329
4932.337681622946,3110.264964541681
4933.3307690428865,3137.4632184930333
4934.323856462828,3164.6614724443853
4935.31694388277,3191.859726395737
4936.310031302711,3219.0579803470896
4937.3031187226525,3246.2562342984415
4938.296206142594,3273.4544882497935
4939.289293562535,3300.652742201146
4940.282380982477,3327.850996152498
