DATE                      TIME                      DAYS_SINCE_JAN            CAVITY_TEMP               CAVITY_PRESSURE           DAS_TEMP_(C)              ETALON_TEMP               HEATER_CURRENT            INLET_PROPORTIONAL_VALVE  OUTLET_PROPORTIONAL_VALVE SOLENOID_VALVES           MULTI_POS_VALVE           SPECTRUMID                CLOCK_DRIFT               CO2                       CO2_CORR                  CH4                       H2O                       CO2_USER_AVE1             CO2_CORR_AVE1             CH4_CORR_AVE1             CO2_H20_CORR              TIME_DELAY_CO2            TIME_DELAY_CH4            CO2_GAL_PEAK              CO2_Y_PARAMETER           CO2_BASELINE              CM_ADJUST_C               CO2_WLM_OFFSET            QUADSHIFT                 FINECURRENT_MEAN_CO2      LASER1_TEMP_OFFSET_CO2    CM_ADJUST_L2              CH4_WLM_OFFSET            FINECURRENT_MEAN_CH4      LASER2_TEMP_OFFSET        CH4_Y                     CH4_BASELINE              PZT_CENTER                PZT_SD                    STDV_RESIDUALS            PZT_FILTERED              WLM_SETPOINT_FILTERED     BAD_RINGDOWNS_FILTERED    SPARSE_FILTERED           TOTAL_FILTERED_CO2        TOTAL_FILTERED_CH4       
08/14/18                  14:01:13.0                2.2558417905E+2           4.4983642580E+1           1.4003735350E+2           2.9625000000E+1           4.5114440920E+1           9.5000000000E+1           5.0000000000E+4           3.8677000000E+4           1.0000000000E+0           5.1200000000E+2           1.0000000000E+1           -3.9099992282E-1          4.8670185775E+2           4.9812293173E+2           2.0133048049E+0           1.8431047950E+0           4.6962413898E+2           4.8063977997E+2           2.0037245046E+0           1.1421073984E+1           8.0899050000E-1           8.0899050000E-1           6.8733938870E+2           1.7987433963E+0           1.1686474846E+3           3.2260000000E-3           -3.9160000000E-2          -2.8208012688E-3          -1.1470000000E+2          2.0000000298E-1           -8.9300000000E-4          -2.2610000000E-2          -1.1470000000E+2          -6.0000002384E-1          1.0218605686E+0           1.2650000000E+3           5.2836000000E+4           1.4101656596E+2           1.4477138205E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0          
08/14/18                  14:01:14.5                2.2558419598E+2           4.4983642580E+1           1.4004664610E+2           2.9625000000E+1           4.5114440920E+1           9.5000000000E+1           5.0000000000E+4           3.8683000000E+4           1.0000000000E+0           5.1200000000E+2           2.5000000000E+1           -3.9099992282E-1          4.8670185775E+2           4.9812293173E+2           2.0106509243E+0           1.8431047950E+0           4.6962413898E+2           4.8063977997E+2           2.0046104016E+0           1.1421073984E+1           1.4910126000E+0           1.4910126000E+0           6.8733938870E+2           1.7987433963E+0           1.1686474846E+3           3.2260000000E-3           -3.9160000000E-2          -2.8208012688E-3          -1.4007832168E+3          2.0000000298E-1           -8.9600000000E-4          -2.2610000000E-2          -1.4007832168E+3          -6.0000002384E-1          1.0466230491E+0           1.2668470348E+3           5.2836000000E+4           1.4101656596E+2           5.0106710095E-1           2.5000000000E+1           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           2.5000000000E+1           2.5000000000E+1          
08/14/18                  14:01:17.9                2.2558423581E+2           4.4983642580E+1           1.4003735350E+2           2.9625000000E+1           4.5121154790E+1           8.6000000000E+1           5.0000000000E+4           3.8682000000E+4           1.0000000000E+0           5.1200000000E+2           1.0000000000E+1           -3.9099992282E-1          4.5254642022E+2           4.6315662821E+2           2.0106509243E+0           1.8415165809E+0           4.6524309918E+2           4.7615473225E+2           2.0046104016E+0           1.0610207993E+1           9.6199030000E-1           9.6199030000E-1           6.3914228637E+2           1.8071528169E+0           1.1683212997E+3           3.3480000000E-3           -3.9160000000E-2          -3.0428164290E-3          -1.6083305785E+3          2.0000000298E-1           -8.9600000000E-4          -2.2610000000E-2          -1.6083305785E+3          -6.0000002384E-1          1.0466230491E+0           1.2668470348E+3           5.2836000000E+4           1.4101656596E+2           6.9731342087E-1           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0          
08/14/18                  14:01:19.3                2.2558425217E+2           4.4983642580E+1           1.4007450870E+2           2.9625000000E+1           4.5121154790E+1           8.6000000000E+1           5.0000000000E+4           3.8689000000E+4           1.0000000000E+0           5.1200000000E+2           2.5000000000E+1           -3.9099992282E-1          4.5254642022E+2           4.6315662821E+2           1.9967980848E+0           1.8415165809E+0           4.6524309918E+2           4.7615473225E+2           2.0036401395E+0           1.0610207993E+1           1.3249970000E+0           1.3249970000E+0           6.3914228637E+2           1.8071528169E+0           1.1683212997E+3           3.3480000000E-3           -3.9160000000E-2          -3.0428164290E-3          -4.3816783217E+2          2.0000000298E-1           -9.5200000000E-4          -2.2610000000E-2          -4.3816783217E+2          -6.0000002384E-1          1.0401782177E+0           1.2668164937E+3           5.2836000000E+4           1.4101656596E+2           6.5094334998E-1           8.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           8.0000000000E+0           8.0000000000E+0          
08/14/18                  14:01:23.2                2.2558429718E+2           4.4983642580E+1           1.4005593110E+2           2.9625000000E+1           4.5127441410E+1           7.0000000000E+1           5.0000000000E+4           3.8691500000E+4           1.0000000000E+0           5.1200000000E+2           1.0000000000E+1           -3.9099990972E-1          4.7759259688E+2           4.8878771450E+2           1.9967980848E+0           1.8411450265E+0           4.6870771439E+2           4.7969887821E+2           2.0036401395E+0           1.1195117625E+1           9.8699950000E-1           9.8699950000E-1           6.7448521349E+2           1.7924423490E+0           1.1681889250E+3           3.3430000000E-3           -3.9110000000E-2          -1.9728613166E-3          -3.6114166667E+2          2.0000000298E-1           -9.5200000000E-4          -2.2660000000E-2          -3.6114166667E+2          -6.0000002384E-1          1.0401782177E+0           1.2668164937E+3           5.2713000000E+4           1.4614518442E+2           8.1064850930E-1           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           1.0000000000E+0           1.0000000000E+0           1.0000000000E+0          
08/14/18                  14:01:24.7                2.2558431404E+2           4.4983642580E+1           1.4003735350E+2           2.9625000000E+1           4.5127441410E+1           7.0000000000E+1           5.0000000000E+4           3.8693000000E+4           1.0000000000E+0           5.1200000000E+2           2.5000000000E+1           -3.9099990972E-1          4.7759259688E+2           4.8878771450E+2           1.9922966154E+0           1.8411450265E+0           4.6870771439E+2           4.7969887821E+2           2.0021945566E+0           1.1195117625E+1           1.5270081000E+0           1.5270081000E+0           6.7448521349E+2           1.7924423490E+0           1.1681889250E+3           3.3430000000E-3           -3.9110000000E-2          -1.9728613166E-3          -1.9077062937E+3          2.0000000298E-1           -9.6700000000E-4          -2.2660000000E-2          -1.9077062937E+3          -6.0000002384E-1          1.0318677176E+0           1.2667201957E+3           5.2713000000E+4           1.4614518442E+2           6.0594176195E-1           1.0000000000E+1           1.0000000000E+0           0.0000000000E+0           1.0000000000E+0           1.2000000000E+1           1.2000000000E+1          
08/14/18                  14:01:28.3                2.2558435635E+2           4.4982055660E+1           1.4002806850E+2           2.9625000000E+1           4.5133758540E+1           7.0000000000E+1           5.0000000000E+4           3.8692000000E+4           1.0000000000E+0           5.1200000000E+2           1.0000000000E+1           -3.9099990972E-1          4.9874014257E+2           5.1048984132E+2           1.9922966154E+0           1.8502024328E+0           4.7676475022E+2           4.8795941217E+2           2.0021945566E+0           1.1749698756E+1           1.0320129000E+0           1.0320129000E+0           7.0432674086E+2           1.8621747919E+0           1.1670350250E+3           3.2480000000E-3           -3.9110000000E-2          -4.4465852612E-3          -1.0142727273E+3          2.0000000298E-1           -9.6700000000E-4          -2.2660000000E-2          -1.0142727273E+3          -6.0000002384E-1          1.0318677176E+0           1.2667201957E+3           5.2713000000E+4           1.4614518442E+2           1.2251145082E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0          
08/14/18                  14:01:29.8                2.2558437287E+2           4.4982055660E+1           1.4003735350E+2           2.9625000000E+1           4.5133758540E+1           7.0000000000E+1           5.0000000000E+4           3.8698000000E+4           1.0000000000E+0           5.1200000000E+2           2.5000000000E+1           -3.9099990972E-1          4.9874014257E+2           5.1048984132E+2           1.9872560174E+0           1.8502024328E+0           4.7676475022E+2           4.8795941217E+2           2.0003239111E+0           1.1749698756E+1           1.4819946000E+0           1.4819946000E+0           7.0432674086E+2           1.8621747919E+0           1.1670350250E+3           3.2480000000E-3           -3.9110000000E-2          -4.4465852612E-3          -9.2068531469E+2          2.0000000298E-1           -9.2500000000E-4          -2.2660000000E-2          -9.2068531469E+2          -6.0000002384E-1          1.0223342418E+0           1.2674644067E+3           5.2713000000E+4           1.4614518442E+2           5.8196067092E-1           3.3000000000E+1           1.0000000000E+0           0.0000000000E+0           5.0000000000E+0           3.9000000000E+1           3.9000000000E+1          
08/14/18                  14:01:33.3                2.2558441387E+2           4.4985168460E+1           1.4003735350E+2           2.9625000000E+1           4.5139007570E+1           7.0000000000E+1           5.0000000000E+4           3.8690000000E+4           1.0000000000E+0           5.1200000000E+2           1.0000000000E+1           -3.9200010651E-1          4.4188665484E+2           4.5224255714E+2           1.9872560174E+0           1.8407556244E+0           4.6762240654E+2           4.7859721048E+2           2.0003239111E+0           1.0355902301E+1           1.0149994000E+0           1.0149994000E+0           6.2410017771E+2           1.8165821824E+0           1.1674387758E+3           3.2530000000E-3           -3.9060000000E-2          -2.8279019655E-3          -1.3876916667E+3          2.0000000298E-1           -9.2500000000E-4          -2.2710000000E-2          -1.3876916667E+3          -6.0000002384E-1          1.0223342418E+0           1.2674644067E+3           5.2660000000E+4           1.5208376712E+2           1.1945014789E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0           0.0000000000E+0          
08/14/18                  14:01:34.8                2.2558443069E+2           4.4985168460E+1           1.4001878360E+2           2.9625000000E+1           4.5139007570E+1           7.0000000000E+1           5.0000000000E+4           3.8692000000E+4           1.0000000000E+0           5.1200000000E+2           2.5000000000E+1           -3.9200010651E-1          4.4188665484E+2           4.5224255714E+2           1.9886339661E+0           1.8407556244E+0           4.6762240654E+2           4.7859721048E+2           1.9988372239E+0           1.0355902301E+1           1.4459992000E+0           1.4459992000E+0           6.2410017771E+2           1.8165821824E+0           1.1674387758E+3           3.2530000000E-3           -3.9060000000E-2          -2.8279019655E-3          -1.2431258741E+3          2.0000000298E-1           -9.3100000000E-4          -2.2710000000E-2          -1.2431258741E+3          -6.0000002384E-1          1.0534327630E+0           1.2673311552E+3           5.2660000000E+4           1.5208376712E+2           6.1290122597E-1           2.9000000000E+1           2.0000000000E+0           0.0000000000E+0           2.0000000000E+0           3.3000000000E+1           3.3000000000E+1          
