meteo_time,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2018-09-27 02:15:35.000000,0.547396571687,141.0,0.547396571687,0.6
2018-09-27 02:15:38.000000,0.462937466703,135.0,0.462937466703,0.5
2018-09-27 02:15:40.000000,0.54739115021,141.0,0.54739115021,0.6
2018-09-27 02:15:43.000000,0.647746945587,140.0,0.647746945587,0.7
2018-09-27 02:15:44.000000,0.66058477342,134.0,0.66058477342,0.7
2018-09-27 02:15:48.000000,0.776898096313,140.0,0.776898096313,0.8
2018-09-27 02:15:49.000000,0.813198893232,147.0,0.813198893232,0.8
2018-09-27 02:15:52.000000,0.57849045885,153.0,0.57849045885,0.6
2018-09-27 02:15:53.000000,0.577092509961,156.0,0.577092509961,0.7
2018-09-27 02:15:56.000000,0.790909476797,136.0,0.790909476797,0.8
2018-09-27 02:15:58.000000,0.868116974217,141.0,0.868116974217,0.9
2018-09-27 02:16:01.000000,0.977134825693,145.0,0.977134825693,0.9
2018-09-27 02:16:02.000000,0.935924035254,145.0,0.935924035254,0.9
2018-09-27 02:16:05.000000,1.14718651188,148.0,1.14718651188,1.1
2018-09-27 02:16:07.000000,1.19945333849,147.0,1.19945333849,1.1
2018-09-27 02:16:09.000000,0.942511770279,155.0,0.942511770279,1.0
2018-09-27 02:16:11.000000,0.831647150147,152.0,0.831647150147,0.8
2018-09-27 02:16:14.000000,0.870426548357,165.0,0.870426548357,0.8
2018-09-27 02:16:15.000000,0.962926040217,162.0,0.962926040217,0.9
2018-09-27 02:16:18.000000,0.859632883563,160.0,0.859632883563,0.8
2018-09-27 02:16:19.000000,0.773790135467,166.0,0.773790135467,0.7
2018-09-27 02:16:23.000000,0.683312992819,170.0,0.683312992819,0.6
2018-09-27 02:16:24.000000,0.667170767642,162.0,0.667170767642,0.6
2018-09-27 02:16:27.000000,0.543432462268,150.0,0.543432462268,0.5
2018-09-27 02:16:29.000000,0.658574836752,158.0,0.658574836752,0.6
2018-09-27 02:16:32.000000,0.756650565791,158.0,0.756650565791,0.7
2018-09-27 02:16:33.000000,0.540046039267,165.0,0.540046039267,0.5
2018-09-27 02:16:36.000000,0.468825326197,170.0,0.468825326197,0.5
2018-09-27 02:16:37.000000,0.373912061146,191.0,0.373912061146,0.4
2018-09-27 02:16:40.000000,0.268289559868,165.0,0.268289559868,0.3
2018-09-27 02:16:42.000000,0.269911340933,176.0,0.269911340933,0.3
2018-09-27 02:16:45.000000,0.2679333975,158.0,0.2679333975,0.3
2018-09-27 02:16:46.000000,0.167982339196,160.0,0.167982339196,0.2
2018-09-27 02:16:49.000000,0.268108458337,151.0,0.268108458337,0.3
2018-09-27 02:16:51.000000,0.26793196602,157.0,0.26793196602,0.3
2018-09-27 02:16:54.000000,0.567925387949,156.0,0.567925387949,0.6
2018-09-27 02:16:55.000000,0.56805069674,152.0,0.56805069674,0.6
2018-09-27 02:16:59.000000,0.172404256032,185.0,0.172404256032,0.2
2018-09-27 02:16:59.000000,0.268392868254,185.0,0.268392868254,0.2
2018-09-27 02:17:02.000000,0.568160605932,150.0,0.568160605932,0.6
2018-09-27 02:17:03.000000,0.56826867691,165.0,0.56826867691,0.6
2018-09-27 02:17:06.000000,0.568064786451,162.0,0.568064786451,0.6
2018-09-27 02:17:08.000000,0.569108306359,172.0,0.569108306359,0.6
2018-09-27 02:17:11.000000,0.369306987275,173.0,0.369306987275,0.4
2018-09-27 02:17:12.000000,0.367928259693,158.0,0.367928259693,0.4
2018-09-27 02:17:15.000000,0.571554680869,130.0,0.571554680869,0.6
2018-09-27 02:17:16.000000,0.56852049753,146.0,0.56852049753,0.6
2018-09-27 02:17:20.000000,0.569108704263,172.0,0.569108704263,0.6
2018-09-27 02:17:21.000000,0.469823540399,176.0,0.469823540399,0.5
2018-09-27 02:17:24.000000,0.455610113227,164.0,0.455610113227,0.4
2018-09-27 02:17:25.000000,0.585040098159,178.0,0.585040098159,0.5
2018-09-27 02:17:29.000000,0.464091047309,156.0,0.464091047309,0.4
2018-09-27 02:17:30.000000,0.62106386756,128.0,0.62106386756,0.6
2018-09-27 02:17:33.000000,0.4698048375,161.0,0.4698048375,0.4
2018-09-27 02:17:34.000000,0.375388115697,165.0,0.375388115697,0.3
2018-09-27 02:17:37.000000,0.484622744944,181.0,0.484622744944,0.4
2018-09-27 02:17:38.000000,0.574330091146,182.0,0.574330091146,0.5
2018-09-27 02:17:42.000000,0.318160498923,207.0,0.318160498923,0.2
2018-09-27 02:17:43.000000,0.322486189872,199.0,0.322486189872,0.2
2018-09-27 02:17:46.000000,0.521248383526,185.0,0.521248383526,0.4
2018-09-27 02:17:47.000000,0.514497832652,171.0,0.514497832652,0.4
2018-09-27 02:17:51.000000,0.580506095597,157.0,0.580506095597,0.6
2018-09-27 02:17:52.000000,0.894086386491,157.0,0.894086386491,0.6
2018-09-27 02:17:55.000000,0.619434688589,154.0,0.619434688589,0.5
2018-09-27 02:17:56.000000,0.378478584423,136.0,0.378478584423,0.4
2018-09-27 02:18:00.000000,0.300027541393,168.0,0.300027541393,0.3
2018-09-27 02:18:01.000000,0.403877740692,170.0,0.403877740692,0.4
2018-09-27 02:18:04.000000,0.346326743814,177.0,0.346326743814,0.4
2018-09-27 02:18:05.000000,0.415658928706,190.0,0.415658928706,0.4
2018-09-27 02:18:08.000000,0.603109738985,169.0,0.603109738985,0.6
2018-09-27 02:18:09.000000,0.563867113355,170.0,0.563867113355,0.6
2018-09-27 02:18:13.000000,0.669400289084,165.0,0.669400289084,0.6
2018-09-27 02:18:14.000000,0.766464176154,167.0,0.766464176154,0.7
2018-09-27 02:18:17.000000,0.594001874518,187.0,0.594001874518,0.6
2018-09-27 02:18:18.000000,0.423884202806,172.0,0.423884202806,0.5
2018-09-27 02:18:22.000000,0.432625136784,165.0,0.432625136784,0.5
2018-09-27 02:18:23.000000,0.352245313023,159.0,0.352245313023,0.4
2018-09-27 02:18:26.000000,0.461665137411,155.0,0.461665137411,0.5
2018-09-27 02:18:27.000000,0.452094385933,154.0,0.452094385933,0.5
2018-09-27 02:18:31.000000,0.567576720735,162.0,0.567576720735,0.6
2018-09-27 02:18:32.000000,0.575243431755,173.0,0.575243431755,0.6
