time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-09-27T02:13:24.000Z,43.780512,-79.468399,160.602294921875,13.936001,0,0,gps,92,,,,,,,,,
2018-09-27T02:13:26.690Z,43.780517,-79.4684,160.320678710938,6.432,0,12,gps,0.9,0.8,1.2,-41.9,92,,,,,
2018-09-27T02:13:29.842Z,43.780509,-79.468347,154.131286621094,5.36,0,13,gps,-41.9,92,,,,,,,,
2018-09-27T02:13:32.999Z,43.780505,-79.468338,154.601989746094,7.504,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:36.187Z,43.780513,-79.468335,154.427673339844,6.432,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:39.355Z,43.780502,-79.468312,152.921569824219,6.432,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:42.551Z,43.780495,-79.468314,152.523498535156,6.432,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:45.726Z,43.780484,-79.468326,153.893432617188,7.504,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:48.901Z,43.780484,-79.468321,154.30712890625,7.504,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:52.057Z,43.78048,-79.468326,153.844909667969,8.576,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:55.180Z,43.780479,-79.468327,153.962768554688,8.576,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:13:58.317Z,43.780479,-79.468326,153.864501953125,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:01.450Z,43.780479,-79.468326,153.84765625,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:04.619Z,43.780479,-79.468326,153.875366210938,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:07.798Z,43.780479,-79.468326,153.880493164063,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:10.953Z,43.780479,-79.468326,153.868347167969,6.432,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:14.124Z,43.780479,-79.468326,153.850830078125,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:17.290Z,43.780479,-79.468326,153.826171875,4.288,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:20.460Z,43.780479,-79.468326,153.823120117188,4.288,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:23.698Z,43.780479,-79.468326,153.823364257813,4.288,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:26.910Z,43.780479,-79.468326,153.823303222656,4.288,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:30.169Z,43.780479,-79.468326,153.834716796875,5.36,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:33.464Z,43.780479,-79.468326,153.83447265625,5.36,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:36.783Z,43.780479,-79.468326,153.845153808594,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:39.972Z,43.780479,-79.468326,153.844482421875,7.504,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:43.140Z,43.780479,-79.468326,153.840087890625,6.432,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:46.408Z,43.780479,-79.468326,153.830322265625,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:49.679Z,43.780479,-79.468326,153.818237304688,5.36,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:52.937Z,43.780479,-79.468326,153.820007324219,5.36,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:56.405Z,43.780479,-79.468326,153.783874511719,5.36,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:14:59.636Z,43.780479,-79.468326,153.787231445313,5.36,0,14,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:02.943Z,43.780479,-79.468326,153.807006835938,6.432,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:06.187Z,43.780479,-79.468326,153.829406738281,7.504,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:09.377Z,43.780479,-79.468326,153.847534179688,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:12.552Z,43.780479,-79.468326,153.856811523438,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:17.000Z,43.780479,-79.468326,153.884643554688,8.576,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:19.774Z,43.780479,-79.468325,153.887268066406,8.576,0,12,gps,1,0.8,1.2,-41.9,91,,,,,
2018-09-27T02:15:22.985Z,43.780479,-79.468325,153.882873535156,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:26.199Z,43.780479,-79.468325,153.864624023438,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:29.404Z,43.780479,-79.468325,153.850280761719,8.576,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:32.819Z,43.780479,-79.468325,153.823486328125,9.648001,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:37.000Z,43.780479,-79.468325,153.74658203125,9.648001,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:41.000Z,43.780479,-79.468325,153.760803222656,9.648001,0,0,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:15:43.869Z,43.780479,-79.468325,153.761840820313,8.576,0,11,gps,1.1,0.9,1.4,-41.9,91,,,,,
2018-09-27T02:15:47.174Z,43.780479,-79.468325,153.752868652344,9.648001,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:52.000Z,43.78048,-79.468325,153.788024902344,10.72,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:15:56.000Z,43.78048,-79.468325,153.820922851563,9.648001,0,0,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:15:58.713Z,43.78048,-79.468325,153.848693847656,9.648001,0,11,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:16:01.960Z,43.78048,-79.468325,153.862182617188,9.648001,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:05.183Z,43.78048,-79.468325,153.887023925781,9.648001,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:09.000Z,43.78048,-79.468324,153.90283203125,10.72,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:13.000Z,43.78048,-79.468325,153.925903320313,8.576,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:17.000Z,43.78048,-79.468325,153.959655761719,8.576,0,0,gps,0.9,0.8,1.2,-41.9,91,,,,,
2018-09-27T02:16:19.734Z,43.78048,-79.468324,153.97216796875,9.648001,0,12,gps,0.8,0.8,1.2,-41.9,91,,,,,
2018-09-27T02:16:24.000Z,43.78048,-79.468325,153.986572265625,10.72,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:28.000Z,43.78048,-79.468325,153.975341796875,8.576,0,0,gps,0.8,0.8,1.1,-41.9,91,,,,,
2018-09-27T02:16:30.706Z,43.78048,-79.468325,153.974060058594,9.648001,0,14,gps,0.8,0.8,1.1,-41.9,91,,,,,
2018-09-27T02:16:33.917Z,43.78048,-79.468325,153.974304199219,8.576,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:37.441Z,43.78048,-79.468325,153.945617675781,9.648001,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:42.000Z,43.78048,-79.468325,153.949157714844,10.72,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:44.795Z,43.78048,-79.468325,153.940185546875,9.648001,0,10,gps,1,0.8,1.3,-41.9,91,,,,,
2018-09-27T02:16:48.086Z,43.78048,-79.468325,153.939208984375,9.648001,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:51.244Z,43.78048,-79.468325,153.944519042969,7.504,0,10,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:54.465Z,43.78048,-79.468325,153.958679199219,9.648001,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:16:59.000Z,43.78048,-79.468325,153.988647460938,11.792,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:01.638Z,43.78048,-79.468325,153.994689941406,8.576,0,11,gps,0.9,0.8,1.2,-41.9,91,,,,,
2018-09-27T02:17:04.831Z,43.78048,-79.468325,153.989562988281,8.576,0,12,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:08.060Z,43.78048,-79.468324,153.98046875,9.648001,0,10,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:11.321Z,43.78048,-79.468324,153.985107421875,9.648001,0,10,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:16.000Z,43.78048,-79.468324,153.986206054687,10.72,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:18.707Z,43.78048,-79.468324,153.99169921875,8.576,0,12,gps,0.9,0.8,1.2,-41.9,91,,,,,
2018-09-27T02:17:22.172Z,43.78048,-79.468324,153.996459960938,8.576,0,13,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:26.000Z,43.78048,-79.468324,153.994812011719,10.72,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:30.000Z,43.78048,-79.468324,153.972290039063,11.792,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:32.702Z,43.78048,-79.468324,153.970703125,8.576,0,10,gps,1.1,0.9,1.4,-41.9,91,,,,,
2018-09-27T02:17:35.945Z,43.78048,-79.468324,153.957946777344,9.648001,0,10,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:39.343Z,43.78048,-79.468324,153.95947265625,9.648001,0,10,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:44.000Z,43.78048,-79.468324,153.973022460938,12.864,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:17:48.000Z,43.78048,-79.468324,153.968505859375,12.864,0,0,gps,1.1,0.9,1.4,-41.9,91,,,,,
2018-09-27T02:17:52.000Z,43.78048,-79.468324,153.973815917969,8.576,0,0,gps,1.1,0.9,1.4,-41.9,91,,,,,
2018-09-27T02:17:56.000Z,43.78048,-79.468324,153.97119140625,9.648001,0,0,gps,1.1,0.9,1.4,-41.9,91,,,,,
2018-09-27T02:17:58.728Z,43.78048,-79.468324,153.964233398438,9.648001,0,11,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:18:03.000Z,43.78048,-79.468324,153.950927734375,11.792,0,0,gps,-41.9,91,,,,,,,,
2018-09-27T02:18:07.000Z,43.78048,-79.468324,153.936645507813,12.864,0,0,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:18:11.000Z,43.78048,-79.468324,153.955383300781,10.72,0,0,gps,1.1,0.8,1.4,-41.9,91,,,,,
2018-09-27T02:18:13.805Z,43.78048,-79.468324,153.958251953125,9.648001,0,12,gps,1,0.8,1.3,-41.9,91,,,,,
2018-09-27T02:18:17.031Z,43.78048,-79.468324,153.955505371094,6.432,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:18:20.253Z,43.78048,-79.468324,153.952331542969,5.36,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:18:23.554Z,43.78048,-79.468324,153.921020507813,7.504,0,11,gps,-41.9,91,,,,,,,,
2018-09-27T02:18:26.780Z,43.78048,-79.468324,153.9228515625,8.576,0,11,gps,-41.9,91,,,,,,,,
