time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-11-28T21:03:01.000Z,43.651971,-79.415506,69.7156982421875,9.648001,,0.0,0,gps,,,,,,,,48,
2018-11-28T21:03:06.000Z,43.651911,-79.415453,47.56396484375,11.792,342.2,0.52,0,gps,,,,,,,,48,
2018-11-28T21:03:07.246Z,43.652049,-79.415413,70.19999694824219,19.608,,,0,network,,,,,,,,48,
2018-11-28T21:03:13.000Z,43.652098,-79.415620,62.47955322265625,10.72,348.7,3.24,0,gps,,,,,,,,48,
2018-11-28T21:03:17.000Z,43.652230,-79.415634,67.1717529296875,8.576,351.3,3.43,0,gps,,,,,,,,48,
2018-11-28T21:03:18.297Z,43.652483,-79.415523,73.80000305175781,20.691,,,0,network,,,,,,,,48,
2018-11-28T21:03:24.000Z,43.652537,-79.415681,70.79364013671875,12.864,348.1,4.61,0,gps,,,,,,,,48,
2018-11-28T21:03:28.000Z,43.652689,-79.415708,69.69091796875,10.72,345.3,4.32,0,gps,,,,,,,,48,
2018-11-28T21:03:29.258Z,43.652714,-79.416018,,19.886,,,0,network,,,,,,,,48,
2018-11-28T21:03:35.000Z,43.653008,-79.415827,70.524169921875,13.936001,343.4,5.03,0,gps,,,,,,,,48,
2018-11-28T21:03:39.000Z,43.653193,-79.415879,71.64892578125,9.648001,345.1,4.26,0,gps,,,,,,,,48,
2018-11-28T21:03:40.246Z,43.653290,-79.416114,70.4000015258789,18.504,,,0,network,,,,,,,,48,
2018-11-28T21:03:44.513Z,43.653434,-79.415958,68.8333740234375,9.648001,355.3,2.93,16,gps,,,,,,,,48,
2018-11-28T21:03:49.000Z,43.653610,-79.416058,67.404052734375,8.576,348.5,5.35,0,gps,,,,,,,,48,
2018-11-28T21:03:50.253Z,43.653715,-79.416189,70.5,18.68,,,0,network,,,,,,,,48,
2018-11-28T21:03:56.000Z,43.654041,-79.416299,70.2144775390625,15.008,340.1,6.42,0,gps,,,,,,,,48,
2018-11-28T21:04:00.000Z,43.654135,-79.416303,77.2525634765625,8.576,348.1,3.65,0,gps,,,,,,,,48,
2018-11-28T21:04:04.000Z,43.654276,-79.416387,76.39208984375,9.648001,342.9,4.47,0,gps,,,,,,,,48,
2018-11-28T21:04:08.000Z,43.654419,-79.416416,76.794677734375,9.648001,342.7,4.19,0,gps,,,,,,,,48,
2018-11-28T21:04:12.000Z,43.654560,-79.416423,76.574951171875,11.792,345.9,4.66,0,gps,,,,,,,,48,
2018-11-28T21:04:14.720Z,43.654702,-79.416457,75.83538818359375,9.648001,346.5,4.58,14,gps,,,,,,,,48,
2018-11-28T21:04:17.886Z,43.654822,-79.416561,80.6600341796875,9.648001,339.1,4.69,15,gps,,,,,,,,48,
2018-11-28T21:04:22.000Z,43.654957,-79.416630,81.94915771484375,10.72,341.9,1.76,0,gps,,,,,,,,48,
2018-11-28T21:04:24.710Z,43.654990,-79.416665,85.8797607421875,7.504,358.8,0.96,16,gps,,,,,,,,48,
2018-11-28T21:04:27.869Z,43.655023,-79.416677,82.992919921875,9.648001,348.0,0.92,16,gps,,,,,,,,48,
2018-11-28T21:04:32.000Z,43.655014,-79.416658,75.45294189453125,9.648001,,0.0,0,gps,,,,,,,,48,
2018-11-28T21:04:36.000Z,43.654974,-79.416612,63.8868408203125,8.576,5.7,0.46,0,gps,,,,,,,,48,
2018-11-28T21:04:40.000Z,43.654995,-79.416596,60.37799072265625,9.648001,16.0,0.25,0,gps,,,,,,,,48,
2018-11-28T21:04:42.705Z,43.655049,-79.416650,61.0908203125,9.648001,309.5,0.7,15,gps,,,,,,,,48,
2018-11-28T21:04:47.000Z,43.655033,-79.416710,54.90338134765625,11.792,207.3,0.15,0,gps,,,,,,,,48,
2018-11-28T21:04:51.000Z,43.655004,-79.416701,55.46466064453125,9.648001,,0.0,0,gps,,,,,,,,48,
2018-11-28T21:04:53.698Z,43.655017,-79.416696,56.849609375,8.576,,0.0,14,gps,,,,,,,,48,
2018-11-28T21:04:56.863Z,43.655017,-79.416693,57.44775390625,7.504,,0.0,13,gps,,,,,,,,48,
2018-11-28T21:05:00.038Z,43.655016,-79.416679,58.756591796875,8.576,,0.0,14,gps,,,,,,,,48,
2018-11-28T21:05:03.276Z,43.655015,-79.416671,57.58099365234375,7.504,,0.0,15,gps,,,,,,,,48,
2018-11-28T21:05:06.488Z,43.655018,-79.416672,58.27520751953125,7.504,,0.0,14,gps,,,,,,,,48,
2018-11-28T21:05:09.700Z,43.655057,-79.416694,63.98602294921875,4.288,,0.0,14,gps,,,,,,,,48,
2018-11-28T21:05:12.894Z,43.655115,-79.416873,64.3253173828125,5.36,294.4,6.4,14,gps,,,,,,,,48,
2018-11-28T21:05:16.096Z,43.655214,-79.417221,64.8216552734375,3.216,282.4,9.0,16,gps,,,,,,,,48,
2018-11-28T21:05:19.305Z,43.655276,-79.417550,69.364990234375,4.288,278.1,8.53,16,gps,,,,,,,,48,
2018-11-28T21:05:22.499Z,43.655309,-79.417862,68.79425048828125,5.36,274.6,8.31,13,gps,,,,,,,,48,
2018-11-28T21:05:27.000Z,43.655279,-79.418254,69.322265625,5.36,266.9,5.73,0,gps,,,,,,,,48,
2018-11-28T21:05:29.692Z,43.655258,-79.418400,68.359130859375,5.36,265.2,3.4,17,gps,,,,,,,,48,
2018-11-28T21:05:32.871Z,43.655250,-79.418484,67.38836669921875,4.288,251.3,2.59,17,gps,,,,,,,,48,
2018-11-28T21:05:36.046Z,43.655219,-79.418636,64.56109619140625,4.288,264.3,4.24,14,gps,,,,,,,,48,
2018-11-28T21:05:39.257Z,43.655199,-79.418818,61.97698974609375,4.288,259.5,4.88,14,gps,,,,,,,,48,
2018-11-28T21:05:42.434Z,43.655153,-79.419053,61.3966064453125,4.288,254.2,5.83,16,gps,,,,,,,,48,
2018-11-28T21:05:45.622Z,43.655078,-79.419322,64.90997314453125,5.36,251.3,6.08,16,gps,,,,,,,,48,
2018-11-28T21:05:49.047Z,43.655038,-79.419554,68.22705078125,5.36,248.4,5.62,16,gps,,,,,,,,48,
2018-11-28T21:05:52.250Z,43.655013,-79.419854,69.11029052734375,4.288,254.6,5.72,16,gps,,,,,,,,48,
2018-11-28T21:05:55.440Z,43.654963,-79.420079,70.0821533203125,5.36,252.4,5.31,16,gps,,,,,,,,48,
2018-11-28T21:05:58.649Z,43.654936,-79.420280,72.3157958984375,7.504,253.2,5.96,15,gps,,,,,,,,48,
2018-11-28T21:06:01.860Z,43.654874,-79.420517,70.7481689453125,9.648001,254.8,5.99,15,gps,,,,,,,,48,
2018-11-28T21:06:05.076Z,43.654816,-79.420715,70.32568359375,8.576,252.0,6.04,15,gps,,,,,,,,48,
2018-11-28T21:06:09.000Z,43.654725,-79.420948,73.81195068359375,8.576,252.4,6.47,0,gps,,,,,,,,48,
2018-11-28T21:06:11.703Z,43.654659,-79.421184,73.94451904296875,7.504,252.7,6.85,15,gps,,,,,,,,48,
2018-11-28T21:06:13.506Z,43.654609,-79.421532,69.4000015258789,19.631,,,0,network,,,,,,,,48,
2018-11-28T21:06:19.000Z,43.654540,-79.421750,75.55767822265625,10.72,251.8,5.38,0,gps,,,,,,,,48,
2018-11-28T21:06:21.691Z,43.654454,-79.422007,82.73541259765625,8.576,251.3,5.19,12,gps,,,,,,,,48,
2018-11-28T21:06:24.873Z,43.654442,-79.422116,84.8837890625,7.504,256.0,2.56,14,gps,,,,,,,,48,
2018-11-28T21:06:28.062Z,43.654502,-79.422121,82.02960205078125,9.648001,314.2,0.69,14,gps,,,,,,,,48,
2018-11-28T21:06:31.287Z,43.654532,-79.422112,81.5577392578125,8.576,52.1,0.5,13,gps,,,,,,,,48,
2018-11-28T21:06:34.476Z,43.654548,-79.422126,84.5416259765625,7.504,145.1,0.25,14,gps,,,,,,,,48,
2018-11-28T21:06:37.643Z,43.654528,-79.422143,90.60357666015625,6.432,231.3,0.44,15,gps,,,,,,,,48,
2018-11-28T21:06:40.840Z,43.654519,-79.422102,93.23974609375,6.432,296.7,0.17,16,gps,,,,,,,,48,
2018-11-28T21:06:44.039Z,43.654526,-79.422121,92.4656982421875,6.432,354.3,0.45,16,gps,,,,,,,,48,
2018-11-28T21:06:47.237Z,43.654541,-79.422138,93.53436279296875,8.576,358.6,0.21,14,gps,,,,,,,,48,
2018-11-28T21:06:50.491Z,43.654545,-79.422140,98.7354736328125,9.648001,16.9,0.22,14,gps,,,,,,,,48,
2018-11-28T21:06:53.685Z,43.654437,-79.422219,103.40936279296875,9.648001,,0.0,14,gps,,,,,,,,48,
2018-11-28T21:06:56.885Z,43.654437,-79.422162,102.16290283203125,9.648001,200.3,0.81,14,gps,,,,,,,,48,
2018-11-28T21:07:00.100Z,43.654425,-79.422174,97.21649169921875,9.648001,195.8,0.46,14,gps,,,,,,,,48,
2018-11-28T21:07:03.286Z,43.654423,-79.422179,96.80621337890625,8.576,210.7,0.42,14,gps,,,,,,,,48,
2018-11-28T21:07:06.494Z,43.654423,-79.422202,87.5323486328125,7.504,231.7,1.05,15,gps,,,,,,,,48,
2018-11-28T21:07:09.710Z,43.654462,-79.422326,85.48980712890625,7.504,259.0,2.03,16,gps,,,,,,,,48,
2018-11-28T21:07:12.881Z,43.654490,-79.422559,77.12811279296875,7.504,263.2,3.28,15,gps,,,,,,,,48,
2018-11-28T21:07:16.079Z,43.654472,-79.422696,72.904541015625,8.576,262.0,4.71,16,gps,,,,,,,,48,
2018-11-28T21:07:19.285Z,43.654429,-79.422922,73.507568359375,8.576,255.1,5.77,17,gps,,,,,,,,48,
2018-11-28T21:07:22.466Z,43.654329,-79.423158,73.9169921875,8.576,249.6,6.41,17,gps,,,,,,,,48,
2018-11-28T21:07:25.653Z,43.654256,-79.423369,80.2706298828125,5.36,255.3,6.29,14,gps,,,,,,,,48,
2018-11-28T21:07:28.855Z,43.654187,-79.423645,83.1171875,5.36,249.1,6.46,12,gps,,,,,,,,48,
2018-11-28T21:07:32.055Z,43.654179,-79.424013,78.3294677734375,7.504,253.6,6.52,14,gps,,,,,,,,48,
2018-11-28T21:07:35.248Z,43.654139,-79.424264,73.98236083984375,5.36,254.8,6.49,14,gps,,,,,,,,48,
2018-11-28T21:07:38.436Z,43.654063,-79.424480,71.467529296875,5.36,249.0,7.22,17,gps,,,,,,,,48,
2018-11-28T21:07:41.642Z,43.653981,-79.424745,70.12799072265625,5.36,251.4,7.57,14,gps,,,,,,,,48,
2018-11-28T21:07:44.851Z,43.653944,-79.424964,72.490966796875,4.288,253.8,7.23,15,gps,,,,,,,,48,
2018-11-28T21:07:48.054Z,43.653890,-79.425252,72.668701171875,5.36,254.3,7.16,15,gps,,,,,,,,48,
2018-11-28T21:07:51.236Z,43.653826,-79.425520,72.0430908203125,5.36,252.9,6.43,15,gps,,,,,,,,48,
2018-11-28T21:07:54.456Z,43.653751,-79.425676,79.8275146484375,5.36,250.4,4.38,14,gps,,,,,,,,48,
2018-11-28T21:07:57.647Z,43.653686,-79.425910,86.8104248046875,5.36,265.5,2.34,15,gps,,,,,,,,48,
