time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-10-04T04:00:00.757Z,43.780730,-79.468972,163.13623046875,9.648001,,0.0,10,gps,1.0,0.8,1.3,-41.9,,,,100,
2018-10-04T04:00:04.023Z,43.780730,-79.468972,163.13983154296875,8.576,,0.0,9,gps,,,,-41.9,,,,100,
2018-10-04T04:00:08.000Z,43.780730,-79.468972,163.1527099609375,10.72,,0.0,0,gps,,,,-41.9,,,,100,
2018-10-04T04:00:12.000Z,43.780730,-79.468972,163.1484375,10.72,,0.0,0,gps,1.3,0.9,1.6,-41.9,,,,100,
2018-10-04T04:00:16.000Z,43.780730,-79.468972,163.138916015625,9.648001,,0.0,7,gps,1.3,0.9,1.6,-41.9,,,,100,
2018-10-04T04:00:20.000Z,43.780730,-79.468972,163.12786865234375,10.72,,0.0,0,gps,1.2,0.9,1.5,-41.9,,,,100,
2018-10-04T04:00:24.000Z,43.780730,-79.468972,163.112060546875,12.864,,0.0,0,gps,1.3,0.9,1.6,-41.9,,,,100,
2018-10-04T04:00:28.000Z,43.780730,-79.468972,163.13031005859375,9.648001,,0.0,0,gps,1.3,0.9,1.6,-41.9,,,,100,
2018-10-04T04:00:32.000Z,43.780730,-79.468972,163.12359619140625,8.576,,0.0,0,gps,1.3,0.9,1.6,-41.9,,,,100,
2018-10-04T04:00:34.742Z,43.780730,-79.468972,163.133544921875,7.504,,0.0,7,gps,1.5,0.9,1.7,-41.9,,,,100,
2018-10-04T04:00:37.992Z,43.780731,-79.468972,163.1287841796875,7.504,,0.0,7,gps,,,,-41.9,,,,100,
2018-10-04T04:00:41.261Z,43.780731,-79.468972,163.1243896484375,9.648001,,0.0,8,gps,,,,-41.9,,,,100,
2018-10-04T04:00:46.000Z,43.780731,-79.468972,163.13067626953125,11.792,,0.0,0,gps,,,,-41.9,,,,100,
2018-10-04T04:00:50.000Z,43.780731,-79.468972,163.14794921875,11.792,,0.0,0,gps,0.9,0.8,1.2,-41.9,,,,100,
2018-10-04T04:00:54.000Z,43.780731,-79.468972,163.1461181640625,11.792,,0.0,0,gps,0.9,0.8,1.2,-41.9,,,,100,
2018-10-04T04:00:58.000Z,43.780731,-79.468972,163.161376953125,10.72,,0.0,0,gps,1.1,0.9,1.4,-41.9,,,,100,
2018-10-04T04:01:02.000Z,43.780732,-79.468972,163.176025390625,9.648001,,0.0,0,gps,1.1,0.9,1.4,-41.9,,,,100,
2018-10-04T04:01:06.000Z,43.780732,-79.468972,163.193603515625,9.648001,,0.0,0,gps,1.2,0.9,1.5,-41.9,,,,100,
2018-10-04T04:01:10.000Z,43.780731,-79.468972,163.19683837890625,8.576,,0.0,0,gps,1.2,0.9,1.5,-41.9,,,,100,
2018-10-04T04:01:12.774Z,43.780731,-79.468972,163.19720458984375,8.576,,0.0,9,gps,1.1,0.9,1.4,-41.9,,,,100,
2018-10-04T04:01:16.040Z,43.780731,-79.468972,163.200927734375,9.648001,,0.0,9,gps,,,,-41.9,,,,100,
2018-10-04T04:01:19.298Z,43.780731,-79.468972,163.19427490234375,8.576,,0.0,9,gps,,,,-41.9,,,,100,
2018-10-04T04:01:22.683Z,43.780731,-79.468972,163.19561767578125,9.648001,,0.0,0,gps,,,,-41.9,,,,100,
2018-10-04T04:01:25.994Z,43.780731,-79.468972,163.1907958984375,8.576,,0.0,9,gps,1.0,0.8,1.3,-41.9,,,,100,
2018-10-04T04:01:29.195Z,43.780731,-79.468972,163.18365478515625,6.432,,0.0,9,gps,,,,-41.9,,,,100,
2018-10-04T04:01:32.439Z,43.780731,-79.468972,163.18658447265625,5.36,,0.0,9,gps,,,,-41.9,,,,100,
2018-10-04T04:01:35.740Z,43.780731,-79.468972,163.18603515625,5.36,,0.0,10,gps,,,,-41.9,,,,100,
