time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-10-13T01:53:18.000Z,43.780558,-79.468311,153.067504882813,9.648001,168.4,0.18,0,gps,87,,,,,,,,
2018-10-13T01:53:22.000Z,43.780661,-79.468331,147.698303222656,10.72,122.5,0.18,0,gps,1,1.5,1.8,-41.9,87,,,,
2018-10-13T01:53:24.661Z,43.780592,-79.468345,160.784240722656,7.504,180.5,0.73,10,gps,1,0.8,1.3,-41.9,87,,,,
2018-10-13T01:53:27.858Z,43.780594,-79.468315,166.990600585938,9.648001,134.6,0.32,12,gps,-41.9,87,,,,,,,
2018-10-13T01:53:32.000Z,43.780575,-79.4683,165.971252441406,8.576,0,0,gps,-41.9,87,,,,,,,,
2018-10-13T01:53:34.662Z,43.780569,-79.468285,164.635498046875,8.576,0,11,gps,1,0.9,1.3,-41.9,87,,,,,
2018-10-13T01:53:37.862Z,43.780578,-79.468293,166.886291503906,7.504,0,11,gps,-41.9,87,,,,,,,,
2018-10-13T01:53:41.068Z,43.780582,-79.468296,169.428588867188,9.648001,0,10,gps,-41.9,87,,,,,,,,
2018-10-13T01:53:45.000Z,43.780581,-79.468301,167.277526855469,10.72,0,0,gps,-41.9,87,,,,,,,,
2018-10-13T01:53:49.000Z,43.780567,-79.468305,169.462036132813,10.72,0,0,gps,1.2,0.9,1.5,-41.9,87,,,,,
2018-10-13T01:53:53.000Z,43.780562,-79.468306,167.800048828125,8.576,0,0,gps,1.2,0.9,1.5,-41.9,87,,,,,
2018-10-13T01:53:55.677Z,43.780556,-79.468307,168.925842285156,8.576,0,10,gps,1.2,0.9,1.5,-41.9,87,,,,,
2018-10-13T01:54:00.000Z,43.780551,-79.468307,167.779663085938,12.864,0,0,gps,-41.9,87,,,,,,,,
2018-10-13T01:54:04.000Z,43.780549,-79.468306,167.901672363281,10.72,0,0,gps,1.2,0.9,1.6,-41.9,87,,,,,
2018-10-13T01:54:08.000Z,43.780548,-79.468309,169.281799316406,8.576,0,0,gps,1.2,0.9,1.5,-41.9,87,,,,,
2018-10-13T01:54:10.695Z,43.780547,-79.468313,169.2451171875,8.576,0,10,gps,1.2,0.9,1.5,-41.9,87,,,,,
2018-10-13T01:54:13.892Z,43.780532,-79.468415,167.0751953125,6.432,282.2,1.78,11,gps,-41.9,87,,,,,,,
2018-10-13T01:54:17.070Z,43.78057,-79.468464,151.321960449219,6.432,300,1.95,14,gps,-41.9,87,,,,,,,
2018-10-13T01:54:20.260Z,43.780608,-79.468528,149.082092285156,7.504,295.8,2.72,16,gps,-41.9,87,,,,,,,
2018-10-13T01:54:23.506Z,43.780663,-79.468684,149.916870117188,8.576,299.7,4.12,15,gps,-41.9,87,,,,,,,
2018-10-13T01:54:26.721Z,43.78073,-79.468893,149.218383789063,8.576,296.8,4.49,15,gps,-41.9,87,,,,,,,
2018-10-13T01:54:29.947Z,43.780798,-79.469104,148.738037109375,9.648001,311.2,3.89,14,gps,-41.9,87,,,,,,,
2018-10-13T01:54:35.000Z,43.780888,-79.469257,151.919677734375,8.576,321.1,1.66,0,gps,-41.9,87,,,,,,,
2018-10-13T01:54:37.894Z,43.780872,-79.469376,153.478637695313,7.504,279.2,2.52,14,gps,0.8,0.7,1.1,-41.9,87,,,,
2018-10-13T01:54:41.160Z,43.780881,-79.469467,151.5537109375,6.432,257.6,1.46,14,gps,-41.9,87,,,,,,,
2018-10-13T01:54:44.442Z,43.780873,-79.469516,148.298278808594,6.432,254.1,0.54,15,gps,-41.9,87,,,,,,,
2018-10-13T01:54:47.992Z,43.78089,-79.469518,151.992797851563,5.36,0,14,gps,-41.9,87,,,,,,,,
2018-10-13T01:54:51.234Z,43.780891,-79.469512,151.8623046875,6.432,0,13,gps,-41.9,87,,,,,,,,
2018-10-13T01:54:54.528Z,43.780889,-79.469504,149.975219726563,5.36,0,13,gps,-41.9,87,,,,,,,,
2018-10-13T01:54:57.781Z,43.780893,-79.469509,148.797485351563,5.36,0,14,gps,-41.9,87,,,,,,,,
2018-10-13T01:55:01.018Z,43.780895,-79.469505,148.666015625,5.36,0,14,gps,-41.9,87,,,,,,,,
2018-10-13T01:55:04.329Z,43.780897,-79.469505,148.152099609375,6.432,0,14,gps,-41.9,87,,,,,,,,
2018-10-13T01:55:07.568Z,43.780893,-79.469517,146.694091796875,7.504,0,15,gps,-41.9,87,,,,,,,,
2018-10-13T01:55:10.824Z,43.780968,-79.469654,150.407104492188,5.36,324.5,4.99,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:14.089Z,43.781104,-79.469801,152.829528808594,4.288,348.4,7.81,17,gps,-41.9,87,,,,,,,
2018-10-13T01:55:17.351Z,43.781375,-79.469875,157.398681640625,5.36,350.7,10.6,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:20.610Z,43.781735,-79.469947,157.375854492188,5.36,350.7,11.96,14,gps,-41.9,87,,,,,,,
2018-10-13T01:55:23.900Z,43.782053,-79.470022,152.238403320313,6.432,354.2,11.44,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:26.585Z,43.782298,-79.470475,36.42,0,network,87,,,,,,,,,,,
2018-10-13T01:55:29.975Z,43.782694,-79.470185,149.397827148438,6.432,358,12.16,17,gps,-41.9,87,,,,,,,
2018-10-13T01:55:33.246Z,43.783102,-79.470121,151.01513671875,7.504,3.9,12.63,13,gps,-41.9,87,,,,,,,
2018-10-13T01:55:26.585Z,43.782298,-79.470475,36.42,0,network,87,,,,,,,,,,,
2018-10-13T01:55:38.739Z,43.783692,-79.470015,153.693176269531,7.504,2.3,11.03,14,gps,-41.9,87,,,,,,,
2018-10-13T01:55:43.000Z,43.784082,-79.470029,152.555419921875,10.72,1.8,11.32,0,gps,-41.9,87,,,,,,,
2018-10-13T01:55:45.750Z,43.784383,-79.47003,155.016723632813,6.432,0.9,11.68,16,gps,0.7,0.7,1,-41.9,87,,,,
2018-10-13T01:55:49.015Z,43.784768,-79.470069,155.819641113281,6.432,0.8,12.2,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:52.280Z,43.785118,-79.470073,156.2939453125,5.36,0.4,12.78,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:55.569Z,43.785481,-79.470062,158.605773925781,6.432,3.8,13.38,16,gps,-41.9,87,,,,,,,
2018-10-13T01:55:58.864Z,43.785845,-79.470048,159.867248535156,4.288,3.1,12.54,15,gps,-41.9,87,,,,,,,
2018-10-13T01:56:02.136Z,43.786242,-79.469997,156.120971679688,5.36,3.1,12.5,16,gps,-41.9,87,,,,,,,
2018-10-13T01:56:05.339Z,43.786557,-79.470027,153.640014648438,8.576,358.5,11.48,15,gps,-41.9,87,,,,,,,
2018-10-13T01:56:08.633Z,43.786854,-79.470076,158.003845214844,8.576,353.6,8.93,15,gps,-41.9,87,,,,,,,
2018-10-13T01:56:11.884Z,43.787049,-79.470076,157.809875488281,9.648001,355.9,4.15,15,gps,-41.9,87,,,,,,,
2018-10-13T01:56:15.204Z,43.787141,-79.470104,155.671142578125,8.576,357.3,1.18,14,gps,-41.9,87,,,,,,,
2018-10-13T01:56:18.429Z,43.787131,-79.470128,150.50439453125,9.648001,294.1,0.48,15,gps,-41.9,87,,,,,,,
