time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-08-16T04:00:27.000Z,43.766869,-79.319136,219.7476806640625,7.504,164.7,16.24,0,gps,0.8,0.8,1.1,-41.8,,,,93,
2018-08-16T04:01:52.000Z,43.763272,-79.318360,134.302001953125,18.224,,0.0,0,gps,1.1,0.9,1.4,-41.8,,,,93,
2018-08-16T04:02:54.000Z,43.763314,-79.318363,149.76641845703125,11.792,,0.0,0,gps,0.8,0.8,1.1,-41.8,,,,93,
2018-08-16T04:04:29.000Z,43.763323,-79.318315,146.78936767578125,22.512001,,0.0,0,gps,1.1,0.9,1.5,-41.8,,,,93,
2018-08-16T04:05:54.000Z,43.763325,-79.318291,142.68414306640625,6.432,,0.0,0,gps,0.8,0.8,1.1,-41.8,,,,93,
2018-08-16T04:06:57.000Z,43.763333,-79.318257,142.2918701171875,16.08,,0.0,0,gps,0.7,0.7,1.0,-41.8,,,,93,
2018-08-16T04:08:28.000Z,43.757857,-79.315331,132.12445068359375,7.504,164.3,13.9,0,gps,0.9,0.8,1.2,-41.8,,,,93,
2018-08-16T04:09:34.000Z,43.754022,-79.314166,97.90325927734375,34.304,165.2,9.78,0,gps,0.9,0.8,1.2,-41.8,,,,93,
2018-08-16T04:11:06.578Z,43.743417,-79.310243,135.10000610351562,18.77,,,0,network,,,,,,,,93,
2018-08-16T04:12:26.105Z,43.741215,-79.309347,155.43426513671875,8.576,164.3,12.87,15,gps,0.7,0.7,1.0,-41.8,,,,93,
2018-08-16T04:13:26.498Z,43.734208,-79.306925,,20.044,,,0,network,,,,,,,,93,
2018-08-16T04:15:03.000Z,43.724948,-79.302907,132.409423828125,17.152,161.6,4.18,0,gps,1.4,0.9,1.7,-41.8,,,,93,
2018-08-16T04:16:28.000Z,43.718002,-79.299978,138.2977294921875,10.72,163.4,14.33,0,gps,0.8,0.8,1.1,-41.8,,,,93,
2018-08-16T04:17:40.250Z,43.710235,-79.296374,107.5,19.093,,,0,network,,,,,,,,93,
2018-08-16T04:19:20.625Z,43.702630,-79.293476,,19.568,,,0,network,,,,,,,,93,
2018-08-16T04:20:50.587Z,43.694281,-79.287833,,26.546,,,0,network,,,,,,,,93,
2018-08-16T04:22:30.000Z,43.688546,-79.287348,103.697998046875,23.584,163.2,11.9,0,gps,,,,-41.8,,,,93,
2018-08-16T04:23:40.356Z,43.685879,-79.286214,,22.755,,,0,network,,,,,,,,92,
2018-08-16T04:24:44.000Z,43.681081,-79.284293,100.34539794921875,16.08,,0.0,0,gps,0.9,0.8,1.2,-41.8,,,,92,
2018-08-16T04:26:24.944Z,43.677455,-79.281584,,18.866,,,0,network,,,,,,,,92,
2018-08-16T04:27:26.309Z,43.674493,-79.280458,,26.401,,,0,network,,,,,,,,92,
2018-08-16T04:28:27.359Z,43.672938,-79.286074,55.5,19.299,,,0,network,,,,,,,,92,
2018-08-16T04:29:40.651Z,43.670873,-79.296162,50.70000076293945,21.166,,,0,network,,,,,,,,92,
2018-08-16T04:30:59.000Z,43.668690,-79.305694,51.01336669921875,13.936001,252.1,7.01,0,gps,0.9,0.7,1.2,-41.8,,,,92,
2018-08-16T04:32:29.000Z,43.663192,-79.311299,29.83978271484375,12.864,252.1,12.77,0,gps,0.9,0.7,1.2,-41.8,,,,92,
2018-08-16T04:33:32.000Z,43.661053,-79.320267,52.75225830078125,13.936001,252.8,13.41,0,gps,0.8,0.7,1.1,-41.8,,,,92,
2018-08-16T04:34:35.000Z,43.659114,-79.328831,45.89239501953125,12.864,247.7,10.38,0,gps,0.8,0.7,1.1,-41.8,,,,92,
2018-08-16T04:36:02.311Z,43.655249,-79.337356,73.38214111328125,9.648001,152.7,0.29,13,gps,0.8,0.7,1.1,-41.8,,,,92,
2018-08-16T04:37:06.000Z,43.652868,-79.342850,42.974853515625,12.864,238.4,12.47,0,gps,,,,-41.8,,,,92,
2018-08-16T04:38:28.000Z,43.651005,-79.347601,65.88629150390625,21.44,238.0,2.75,0,gps,1.1,0.8,1.4,-41.8,,,,92,
2018-08-16T04:39:33.000Z,43.649390,-79.356974,44.06072998046875,23.584,275.0,11.82,0,gps,1.1,1.0,1.4,-41.8,,,,92,
2018-08-16T04:40:54.000Z,43.648748,-79.355836,32.587890625,8.576,130.1,8.67,0,gps,0.9,0.7,1.1,-41.8,,,,92,
2018-08-16T04:42:27.000Z,43.649422,-79.347379,22.18218994140625,16.08,57.2,10.82,0,gps,0.8,0.7,1.1,-41.8,,,,92,
2018-08-16T04:43:29.000Z,43.651924,-79.344115,32.844482421875,9.648001,331.4,5.41,0,gps,0.8,0.7,1.0,-41.8,,,,91,
2018-08-16T04:44:32.000Z,43.652156,-79.344099,43.8524169921875,11.792,57.0,4.11,0,gps,0.8,0.7,1.1,-41.8,,,,91,
2018-08-16T04:46:07.980Z,43.654148,-79.337223,40.599998474121094,34.157,,,0,network,,,,,,,,91,
2018-08-16T04:47:12.000Z,43.653227,-79.342812,77.73358154296875,13.936001,238.6,10.34,0,gps,1.0,0.8,1.2,-41.8,,,,91,
2018-08-16T04:48:53.000Z,43.651378,-79.347145,-61.411102294921875,32.16,,0.0,0,gps,1.1,0.8,1.3,-41.8,,,,91,
2018-08-16T04:50:28.000Z,43.648383,-79.354513,41.59649658203125,19.296001,268.9,9.92,0,gps,0.9,0.7,1.1,-41.8,,,,91,
2018-08-16T04:51:31.000Z,43.648912,-79.357497,9.35980224609375,25.728,246.7,9.24,0,gps,0.7,0.7,1.0,-41.8,,,,91,
2018-08-16T04:52:40.000Z,43.647871,-79.361447,-25.79052734375,27.872002,247.6,7.23,0,gps,0.8,0.7,1.1,-41.8,,,,91,
2018-08-16T04:53:47.000Z,43.646630,-79.365984,3.7154541015625,28.944,,0.0,9,gps,1.2,1.3,1.8,-41.9,,,,91,
2018-08-16T04:55:05.000Z,43.645423,-79.371738,48.96185302734375,39.664,254.8,13.1,5,gps,,,,-41.9,,,,91,
2018-08-16T04:56:37.000Z,43.646734,-79.379301,98.55914306640625,27.872002,17.0,2.06,0,gps,,,,-41.9,,,,91,
2018-08-16T04:57:42.000Z,43.647144,-79.377437,-7.428955078125,27.872002,24.8,4.62,0,gps,1.1,0.9,1.4,-41.9,,,,91,
2018-08-16T04:58:44.396Z,43.649816,-79.378225,75.5999984741211,18.716,,,0,network,,,,,,,,91,
2018-08-16T05:00:25.319Z,43.654174,-79.379750,66.19999694824219,23.297,,,0,network,,,,,,,,91,
2018-08-16T05:01:37.000Z,43.658476,-79.381860,94.603759765625,12.864,341.9,4.9,0,gps,1.1,0.9,1.4,-41.9,,,,91,
2018-08-16T05:03:03.000Z,43.662470,-79.383975,80.52471923828125,23.584,,0.0,0,gps,1.0,0.8,1.3,-41.9,,,,91,
2018-08-16T05:04:42.392Z,43.668290,-79.385858,79.69999694824219,18.652,,,0,network,,,,,,,,91,
2018-08-16T05:06:24.909Z,43.672846,-79.387604,79.5,28.628,,,0,network,,,,,,,,91,
2018-08-16T05:07:26.365Z,43.677679,-79.389740,81.5999984741211,21.051,,,0,network,,,,,,,,91,
2018-08-16T05:08:27.943Z,43.681307,-79.391353,,26.767,,,0,network,,,,,,,,91,
2018-08-16T05:09:30.096Z,43.686879,-79.393579,108.5999984741211,24.936,,,0,network,,,,,,,,91,
2018-08-16T05:10:38.356Z,43.687164,-79.398026,113.5,24.33,,,0,network,,,,,,,,91,
2018-08-16T05:11:59.000Z,43.686816,-79.401838,178.67120361328125,21.44,254.3,9.2,0,gps,1.1,0.9,1.4,-41.9,,,,91,
2018-08-16T05:12:58.878Z,43.685004,-79.409759,,22.004,,,0,network,,,,,,,,91,
2018-08-16T05:14:28.000Z,43.683688,-79.416050,137.2109375,15.008,254.6,10.87,0,gps,1.0,0.8,1.3,-41.9,,,,91,
2018-08-16T05:15:28.318Z,43.682719,-79.420192,121.30000305175781,21.177,,,0,network,,,,,,,,91,
2018-08-16T05:16:56.648Z,43.680820,-79.430081,118.0,19.139,,,0,network,,,,,,,,91,
2018-08-16T05:18:25.295Z,43.679622,-79.435446,113.9000015258789,19.837,,,0,network,,,,,,,,91,
2018-08-16T05:19:25.842Z,43.679476,-79.436539,112.9000015258789,20.576,,,0,network,,,,,,,,91,
2018-08-16T05:21:00.000Z,43.678107,-79.442993,114.095703125,9.648001,,0.0,0,gps,1.0,0.8,1.3,-41.9,,,,90,
2018-08-16T05:22:24.937Z,43.676997,-79.447480,112.9000015258789,23.278,,,0,network,,,,,,,,90,
2018-08-16T05:23:28.000Z,43.676243,-79.451421,110.71923828125,9.648001,252.1,9.34,0,gps,0.9,0.8,1.2,-41.9,,,,90,
2018-08-16T05:24:28.301Z,43.674582,-79.458602,89.69999694824219,24.996,,,0,network,,,,,,,,90,
2018-08-16T05:25:29.816Z,43.674438,-79.460056,88.0999984741211,18.567,,,0,network,,,,,,,,90,
2018-08-16T05:26:48.687Z,43.674117,-79.459899,88.80000305175781,30.791,,,0,network,,,,,,,,90,
2018-08-16T05:27:49.690Z,43.674235,-79.460470,88.80000305175781,19.403,,,0,network,,,,,,,,90,
2018-08-16T05:28:51.216Z,43.674238,-79.460474,88.80000305175781,18.69,,,0,network,,,,,,,,90,
2018-08-16T05:30:29.000Z,43.673085,-79.465600,124.42559814453125,26.800001,247.5,8.76,0,gps,1.0,0.9,1.3,-41.9,,,,90,
2018-08-16T05:31:29.281Z,43.671267,-79.473499,,39.519,,,0,network,,,,,,,,90,
2018-08-16T05:33:10.000Z,43.668383,-79.486098,78.54364013671875,19.296001,252.3,10.91,0,gps,1.1,0.9,1.4,-42.0,,,,90,
2018-08-16T05:34:27.000Z,43.666611,-79.496741,59.70001220703125,4.288,249.5,9.31,0,gps,0.7,0.7,1.0,-42.0,,,,90,
2018-08-16T05:35:52.000Z,43.662813,-79.505683,117.73956298828125,9.648001,233.0,12.65,0,gps,0.9,0.8,1.2,-42.0,,,,90,
2018-08-16T05:37:27.000Z,43.657936,-79.518139,86.52252197265625,11.792,243.1,12.07,0,gps,0.9,0.8,1.2,-42.0,,,,90,
2018-08-16T05:38:56.757Z,43.651291,-79.526531,,30.283,,,0,network,,,,,,,,90,
2018-08-16T05:40:25.292Z,43.646054,-79.531087,92.5,19.085,,,0,network,,,,,,,,90,
2018-08-16T05:41:26.906Z,43.642819,-79.535449,94.30000305175781,19.223,,,0,network,,,,,,,,90,
2018-08-16T05:42:28.189Z,43.648355,-79.538564,,36.9,,,0,network,,,,,,,,90,
2018-08-16T05:43:59.000Z,43.657610,-79.542121,150.42333984375,12.864,343.0,11.06,0,gps,0.8,0.8,1.1,-42.0,,,,90,
2018-08-16T05:45:01.000Z,43.663278,-79.544705,89.97308349609375,6.432,341.1,13.47,0,gps,0.9,0.8,1.2,-42.0,,,,90,
2018-08-16T05:46:28.000Z,43.672247,-79.548677,105.2041015625,8.576,342.4,12.13,0,gps,0.8,0.8,1.2,-42.0,,,,90,
2018-08-16T05:47:52.000Z,43.678103,-79.546835,120.23480224609375,7.504,74.2,13.32,0,gps,0.7,0.8,1.1,-42.0,,,,90,
2018-08-16T05:48:54.000Z,43.680103,-79.537428,116.38336181640625,9.648001,73.5,12.8,0,gps,0.8,0.8,1.1,-42.0,,,,90,
2018-08-16T05:49:57.000Z,43.681995,-79.527689,100.96490478515625,7.504,76.2,11.15,0,gps,0.8,0.8,1.2,-42.0,,,,90,
