EPOCH_TIME ALARM_STATUS INST_STATUS CavityPressure CavityTemp DasTemp EtalonTemp WarmBoxTemp species MPVPosition OutletValve solenoid_valves C2H2 CH4 H2O GPS_ABS_LAT GPS_ABS_LONG WS_PRESSURE WS_REL_HUMIDITY WS_TEMP WS_WIND_DIRECTION WS_WIND_SPEED GPS_FIT WS_WIND_LON WS_WIND_LAT WS_COS_HEADING WS_SIN_HEADING CAR_SPEED
1538014405.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.998517976 1.95742675927 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014407.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.998517976 1.95504794172 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014410.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.742471085 1.95504794172 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014411.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.742471085 1.95538843013 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014414.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 423.018159284 1.95538843013 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014416.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 423.018159284 1.95510509585 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014419.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 423.468535253 1.95510509585 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014420.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 423.468535253 1.95549698626 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014423.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 425.795228135 1.95549698626 0.0 43.780512 -79.468399 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014425.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 425.795228135 1.95506989431 0.0 43.7805145 -79.4683995 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014428.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.259827348 1.95506989431 0.0 43.7805111333 -79.4683611333 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014429.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.259827348 1.95252342888 0.0 43.7805083333 -79.4683455 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014432.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.371482544 1.95252342888 0.0 43.7805062 -79.46833755 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014433.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.371482544 1.95518526251 0.0 43.7805088 -79.468336575 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014437.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.471438569 1.95518526251 0.0 43.7805089667 -79.4683265667 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014438.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.471438569 1.95338156012 0.0 43.7805045667 -79.4683173667 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014441.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.202011111 1.95338156012 0.0 43.7804959333 -79.4683137333 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014442.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 424.202011111 1.95405695053 0.0 43.7804917 -79.4683176 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014445.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.850009663 1.95405695053 0.0 43.780484 -79.4683245 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014447.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.850009663 1.95153620968 0.0 43.780484 -79.4683223333 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014450.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.684305649 1.95153620968 0.0 43.7804815 -79.468324125 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014451.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.684305649 1.95382303892 0.0 43.7804803 -79.468325625 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014455.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.922910632 1.95382303892 0.0 43.780479 -79.4683269333 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014456.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.922910632 1.95186925635 0.0 43.780479 -79.4683265 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014459.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.050742249 1.95186925635 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014460.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 426.050742249 1.95343360777 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014463.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.025770484 1.95343360777 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014465.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 428.025770484 1.95384343811 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014468.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 425.571120392 1.95384343811 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
1538014469.0 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan 425.571120392 1.95346964945 0.0 43.780479 -79.468326 Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
